lat,lon,lst_k
30.0,72.0,320.47
30.0,72.0805,320.47
30.0,72.1611,320.47
30.0,72.2416,320.46
30.0,72.3221,320.45
30.0,72.4027,320.45
30.0,72.4832,320.43
30.0,72.6443,320.4
30.0,72.7248,320.43
30.0,72.8054,320.45
30.0,72.8859,320.48
30.0,73.047,320.63
30.0,73.1275,320.77
30.0,73.2081,320.96
30.0,73.2886,321.21
30.0,73.3691,321.51
30.0,73.4497,321.85
30.0,73.5302,322.2
30.0,73.6107,322.54
30.0,73.6913,322.84
30.0,73.7718,323.05
30.0,73.8523,323.17
30.0,73.9329,323.17
30.0,74.0134,323.06
30.0,74.094,322.84
30.0,74.1745,322.55
30.0,74.255,322.21
30.0,74.3356,321.86
30.0,74.4161,321.52
30.0,74.4966,321.21
30.0,74.5772,320.94
30.0,74.8993,320.33
30.0,74.9799,320.26
30.0,75.0604,320.17
30.0,75.1409,320.14
30.0,75.2215,320.11
30.0,75.302,320.08
30.0,75.3826,320.05
30.0,75.4631,320.02
30.0,75.5436,320.0
30.0,75.6242,319.99
30.0,75.7047,320.0
30.0,75.7852,320.02
30.0,75.8658,320.06
30.0,75.9463,320.11
30.0,76.1074,320.24
30.0,76.1879,320.31
30.0,76.2685,320.39
30.0,76.349,320.45
30.0,76.4295,320.51
30.0,76.5101,320.56
30.0,76.6711,320.65
30.0,76.7517,320.68
30.0,76.8322,320.71
30.0,76.9128,320.73
30.0,76.9933,320.75
30.0,77.0738,320.77
30.0,77.1544,320.78
30.0,77.2349,320.79
30.0,77.3154,320.79
30.0,77.396,320.78
30.0,77.4765,320.77
30.0,77.557,320.75
30.0,77.6376,320.73
30.0,77.7181,320.71
30.0,77.7987,320.68
30.0,77.8792,320.65
30.0,77.9597,320.62
30.0,78.0403,320.59
30.0,78.1208,320.56
30.0,78.2013,320.53
30.0,78.2819,320.5
30.0,78.3624,320.48
30.0,78.443,320.47
30.0,78.5235,320.46
30.0,78.604,320.47
30.0,78.6846,320.49
30.0,78.7651,320.52
30.0,78.8456,320.54
30.0,78.9262,320.57
30.0,79.0067,320.59
30.0,79.0872,320.6
30.0,79.1678,320.59
30.0,79.2483,320.58
30.0,79.3289,320.55
30.0,79.4094,320.52
30.0,79.4899,320.48
30.0,79.5705,320.44
30.0,79.651,320.4
30.0,79.7315,320.36
30.0,79.8121,320.34
30.0,79.8926,320.32
30.0,79.9732,320.32
30.0,80.0537,320.32
30.0,80.1342,320.34
30.0,80.2148,320.37
30.0,80.2953,320.41
30.0,80.3758,320.45
30.0,80.4564,320.5
30.0,80.5369,320.54
30.0,80.6174,320.57
30.0,80.698,320.59
30.0,80.7785,320.6
30.0,80.8591,320.58
30.0,80.9396,320.55
30.0,81.0201,320.5
30.0,81.1007,320.44
30.0,81.1812,320.36
30.0,81.2617,320.27
30.0,81.3423,320.17
30.0,81.5034,319.98
30.0,81.5839,319.9
30.0,81.6644,319.83
30.0,81.745,319.78
30.0,81.8255,319.74
30.0,81.906,319.73
30.0,81.9866,319.74
30.0,82.0671,319.76
30.0,82.1477,319.8
30.0,82.2282,319.84
30.0,82.3087,319.9
30.0,82.3893,319.95
30.0,82.4698,320.0
30.0,82.5503,320.05
30.0,82.6309,320.1
30.0,82.7114,320.15
30.0,82.7919,320.21
30.0,82.8725,320.26
30.0,82.953,320.32
30.0,83.0336,320.39
30.0,83.1141,320.45
30.0,83.1946,320.51
30.0,83.2752,320.57
30.0,83.3557,320.61
30.0,83.4362,320.64
30.0,83.5168,320.65
30.0,83.5973,320.65
30.0,83.7584,320.62
30.0,83.8389,320.6
30.0,83.9195,320.59
30.0,84.0,320.58
29.9329,72.0,320.49
29.9329,72.0805,320.49
29.9329,72.1611,320.49
29.9329,72.2416,320.48
29.9329,72.3221,320.47
29.9329,72.4027,320.46
29.9329,72.4832,320.45
29.9329,72.5638,320.44
29.9329,72.6443,320.45
29.9329,72.7248,320.45
29.9329,72.8054,320.46
29.9329,72.8859,320.49
29.9329,72.9664,320.55
29.9329,73.047,320.64
29.9329,73.1275,320.79
29.9329,73.2081,320.98
29.9329,73.2886,321.24
29.9329,73.3691,321.54
29.9329,73.4497,321.89
29.9329,73.5302,322.25
29.9329,73.6107,322.6
29.9329,73.6913,322.9
29.9329,73.7718,323.12
29.9329,73.8523,323.24
29.9329,73.9329,323.24
29.9329,74.0134,323.12
29.9329,74.094,322.9
29.9329,74.1745,322.61
29.9329,74.3356,321.9
29.9329,74.4161,321.55
29.9329,74.4966,321.23
29.9329,74.5772,320.96
29.9329,74.6577,320.74
29.9329,74.7383,320.57
29.9329,74.8188,320.44
29.9329,74.8993,320.34
29.9329,74.9799,320.27
29.9329,75.0604,320.22
29.9329,75.1409,320.16
29.9329,75.2215,320.13
29.9329,75.302,320.1
29.9329,75.3826,320.07
29.9329,75.4631,320.05
29.9329,75.5436,320.03
29.9329,75.6242,320.02
29.9329,75.7047,320.03
29.9329,75.7852,320.05
29.9329,75.8658,320.08
29.9329,75.9463,320.13
29.9329,76.0268,320.19
29.9329,76.1074,320.26
29.9329,76.1879,320.33
29.9329,76.2685,320.4
29.9329,76.349,320.47
29.9329,76.4295,320.53
29.9329,76.5101,320.58
29.9329,76.5906,320.62
29.9329,76.6711,320.66
29.9329,76.7517,320.69
29.9329,76.8322,320.72
29.9329,76.9128,320.74
29.9329,76.9933,320.76
29.9329,77.0738,320.78
29.9329,77.1544,320.79
29.9329,77.2349,320.8
29.9329,77.3154,320.8
29.9329,77.396,320.79
29.9329,77.4765,320.78
29.9329,77.557,320.77
29.9329,77.6376,320.75
29.9329,77.7181,320.73
29.9329,77.7987,320.7
29.9329,77.8792,320.68
29.9329,77.9597,320.65
29.9329,78.0403,320.62
29.9329,78.1208,320.59
29.9329,78.2013,320.56
29.9329,78.2819,320.53
29.9329,78.3624,320.51
29.9329,78.443,320.5
29.9329,78.5235,320.49
29.9329,78.604,320.5
29.9329,78.6846,320.52
29.9329,78.8456,320.57
29.9329,78.9262,320.59
29.9329,79.0067,320.61
29.9329,79.0872,320.61
29.9329,79.1678,320.61
29.9329,79.2483,320.59
29.9329,79.3289,320.57
29.9329,79.4094,320.53
29.9329,79.4899,320.49
29.9329,79.5705,320.45
29.9329,79.651,320.41
29.9329,79.7315,320.38
29.9329,79.8121,320.35
29.9329,79.8926,320.33
29.9329,79.9732,320.33
29.9329,80.0537,320.34
29.9329,80.1342,320.36
29.9329,80.2148,320.39
29.9329,80.2953,320.42
29.9329,80.3758,320.47
29.9329,80.4564,320.51
