lat,lon,lst_k
30.0,72.0,303.64
30.0,72.0805,303.67
30.0,72.1611,303.72
30.0,72.2416,303.79
30.0,72.3221,303.87
30.0,72.4027,303.95
30.0,72.4832,304.03
30.0,72.5638,304.09
30.0,72.6443,304.14
30.0,72.7248,304.23
30.0,72.8054,304.29
30.0,72.8859,304.35
30.0,72.9664,304.43
30.0,73.047,304.55
30.0,73.1275,304.7
30.0,73.2081,304.9
30.0,73.2886,305.15
30.0,73.3691,305.44
30.0,73.4497,305.75
30.0,73.5302,306.06
30.0,73.6107,306.34
30.0,73.6913,306.56
30.0,73.7718,306.7
30.0,73.8523,306.73
30.0,73.9329,306.65
30.0,74.0134,306.47
30.0,74.094,306.21
30.0,74.1745,305.89
30.0,74.3356,305.2
30.0,74.4161,304.9
30.0,74.4966,304.64
30.0,74.5772,304.44
30.0,74.6577,304.3
30.0,74.7383,304.21
30.0,74.8188,304.16
30.0,74.8993,304.13
30.0,74.9799,304.11
30.0,75.0604,304.07
30.0,75.1409,304.08
30.0,75.2215,304.08
30.0,75.302,304.07
30.0,75.3826,304.07
30.0,75.4631,304.08
30.0,75.5436,304.09
30.0,75.6242,304.11
30.0,75.7852,304.13
30.0,75.8658,304.13
30.0,75.9463,304.11
30.0,76.0268,304.07
30.0,76.1074,304.01
30.0,76.1879,303.94
30.0,76.2685,303.85
30.0,76.349,303.76
30.0,76.4295,303.67
30.0,76.5101,303.59
30.0,76.5906,303.53
30.0,76.6711,303.49
30.0,76.7517,303.47
30.0,76.8322,303.47
30.0,76.9128,303.49
30.0,76.9933,303.51
30.0,77.0738,303.55
30.0,77.1544,303.58
30.0,77.2349,303.61
30.0,77.3154,303.64
30.0,77.396,303.66
30.0,77.4765,303.68
30.0,77.557,303.69
30.0,77.6376,303.71
30.0,77.7181,303.73
30.0,77.7987,303.76
30.0,77.8792,303.79
30.0,77.9597,303.82
30.0,78.0403,303.86
30.0,78.1208,303.89
30.0,78.2013,303.93
30.0,78.3624,303.98
30.0,78.443,304.0
30.0,78.5235,304.01
30.0,78.604,304.02
30.0,78.6846,304.03
30.0,78.7651,304.03
30.0,78.8456,304.03
30.0,78.9262,304.02
30.0,79.0067,304.0
30.0,79.0872,303.98
30.0,79.1678,303.95
30.0,79.2483,303.92
30.0,79.3289,303.88
30.0,79.4094,303.83
30.0,79.4899,303.78
30.0,79.5705,303.73
30.0,79.651,303.67
30.0,79.7315,303.61
30.0,79.8121,303.55
30.0,79.8926,303.49
30.0,79.9732,303.43
30.0,80.0537,303.38
30.0,80.1342,303.34
30.0,80.2148,303.3
30.0,80.2953,303.28
30.0,80.3758,303.28
30.0,80.4564,303.29
30.0,80.5369,303.31
30.0,80.6174,303.35
30.0,80.698,303.4
30.0,80.7785,303.46
30.0,80.8591,303.52
30.0,80.9396,303.59
30.0,81.0201,303.67
30.0,81.1007,303.74
30.0,81.1812,303.81
30.0,81.2617,303.88
30.0,81.3423,303.95
30.0,81.4228,304.01
30.0,81.5034,304.07
30.0,81.5839,304.13
30.0,81.6644,304.18
30.0,81.745,304.23
30.0,81.8255,304.26
30.0,81.906,304.29
30.0,81.9866,304.3
30.0,82.0671,304.3
30.0,82.1477,304.29
30.0,82.2282,304.27
30.0,82.3087,304.25
30.0,82.3893,304.22
30.0,82.4698,304.2
30.0,82.5503,304.17
30.0,82.6309,304.16
30.0,82.7114,304.15
30.0,82.7919,304.15
30.0,82.8725,304.15
30.0,82.953,304.15
30.0,83.0336,304.15
30.0,83.1141,304.16
30.0,83.1946,304.16
30.0,83.2752,304.16
30.0,83.3557,304.17
30.0,83.4362,304.18
30.0,83.5168,304.19
30.0,83.5973,304.2
30.0,83.6779,304.21
30.0,83.7584,304.22
30.0,83.8389,304.23
30.0,84.0,304.24
29.9329,72.0,303.67
29.9329,72.0805,303.69
29.9329,72.1611,303.75
29.9329,72.2416,303.82
29.9329,72.3221,303.89
29.9329,72.4027,303.98
29.9329,72.4832,304.05
29.9329,72.5638,304.11
29.9329,72.6443,304.19
29.9329,72.7248,304.25
29.9329,72.8054,304.3
29.9329,72.8859,304.37
29.9329,72.9664,304.45
29.9329,73.047,304.57
29.9329,73.1275,304.73
29.9329,73.2081,304.93
29.9329,73.2886,305.19
29.9329,73.3691,305.48
29.9329,73.4497,305.8
29.9329,73.5302,306.12
29.9329,73.6107,306.4
29.9329,73.6913,306.63
29.9329,73.7718,306.78
29.9329,73.8523,306.81
29.9329,73.9329,306.73
29.9329,74.0134,306.55
29.9329,74.094,306.28
29.9329,74.1745,305.96
29.9329,74.255,305.61
29.9329,74.4161,304.95
29.9329,74.4966,304.69
29.9329,74.5772,304.49
29.9329,74.6577,304.34
29.9329,74.7383,304.25
29.9329,74.8188,304.19
29.9329,74.8993,304.16
29.9329,74.9799,304.14
29.9329,75.0604,304.13
29.9329,75.1409,304.1
29.9329,75.2215,304.11
29.9329,75.302,304.1
29.9329,75.3826,304.1
29.9329,75.4631,304.11
29.9329,75.5436,304.12
29.9329,75.6242,304.13
29.9329,75.7047,304.15
29.9329,75.7852,304.16
29.9329,75.8658,304.16
29.9329,75.9463,304.14
29.9329,76.0268,304.1
29.9329,76.1074,304.04
29.9329,76.1879,303.96
29.9329,76.2685,303.87
29.9329,76.349,303.78
29.9329,76.4295,303.69
29.9329,76.5906,303.56
29.9329,76.6711,303.52
29.9329,76.7517,303.49
29.9329,76.8322,303.49
29.9329,76.9128,303.51
29.9329,76.9933,303.54
29.9329,77.0738,303.57
29.9329,77.1544,303.61
29.9329,77.2349,303.64
29.9329,77.3154,303.66
29.9329,77.396,303.69
29.9329,77.4765,303.71
29.9329,77.557,303.72
29.9329,77.6376,303.74
29.9329,77.7181,303.76
29.9329,77.7987,303.79
29.9329,77.8792,303.82
29.9329,77.9597,303.85
29.9329,78.0403,303.89
29.9329,78.1208,303.92
29.9329,78.2013,303.95
29.9329,78.2819,303.98
29.9329,78.3624,304.0
29.9329,78.443,304.01
29.9329,78.5235,304.03
29.9329,78.604,304.03
29.9329,78.6846,304.04
29.9329,78.7651,304.04
29.9329,78.8456,304.04
29.9329,78.9262,304.03
29.9329,79.0067,304.01
29.9329,79.0872,303.99
29.9329,79.2483,303.93
29.9329,79.3289,303.89
29.9329,79.4094,303.85
29.9329,79.4899,303.8
29.9329,79.5705,303.75
29.9329,79.651,303.69
29.9329,79.7315,303.64
29.9329,79.8121,303.58
29.9329,79.8926,303.52
29.9329,79.9732,303.47
29.9329,80.0537,303.42
29.9329,80.1342,303.37
29.9329,80.2148,303.34
29.9329,80.2953,303.32
29.9329,80.3758,303.31
29.9329,80.4564,303.32
29.9329,80.5369,303.34
29.9329,80.6174,303.38
29.9329,80.698,303.43
29.9329,80.7785,303.48
29.9329,80.8591,303.55
29.9329,81.0201,303.68
29.9329,81.1007,303.75
29.9329,81.1812,303.82
29.9329,81.2617,303.89
29.9329,81.3423,303.96
29.9329,81.4228,304.02
29.9329,81.5034,304.09
29.9329,81.5839,304.14
29.9329,81.6644,304.2
29.9329,81.745,304.24
29.9329,81.8255,304.28
29.9329,81.906,304.3
29.9329,81.9866,304.32
29.9329,82.0671,304.32
29.9329,82.1477,304.31
29.9329,82.2282,304.29
29.9329,82.3087,304.26
29.9329,82.3893,304.24
29.9329,82.4698,304.21
29.9329,82.5503,304.19
29.9329,82.6309,304.17
29.9329,82.7114,304.16
