lat,lon,lst_k
30.0,72.0,315.7
30.0,72.0805,315.71
30.0,72.1611,315.72
30.0,72.2416,315.74
30.0,72.3221,315.76
30.0,72.4027,315.78
30.0,72.4832,315.8
30.0,72.5638,315.82
30.0,72.6443,315.83
30.0,72.7248,315.9
30.0,72.8054,315.95
30.0,72.8859,316.01
30.0,72.9664,316.1
30.0,73.047,316.23
30.0,73.1275,316.4
30.0,73.2081,316.62
30.0,73.2886,316.9
30.0,73.4497,317.58
30.0,73.5302,317.94
30.0,73.6107,318.29
30.0,73.6913,318.58
30.0,73.7718,318.79
30.0,73.9329,318.88
30.0,74.0134,318.76
30.0,74.094,318.54
30.0,74.1745,318.25
30.0,74.255,317.93
30.0,74.3356,317.59
30.0,74.4161,317.28
30.0,74.4966,317.01
30.0,74.5772,316.79
30.0,74.6577,316.62
30.0,74.7383,316.52
30.0,74.8993,316.43
30.0,74.9799,316.44
30.0,75.0604,316.43
30.0,75.1409,316.47
30.0,75.2215,316.51
30.0,75.302,316.53
30.0,75.3826,316.53
30.0,75.4631,316.52
30.0,75.5436,316.49
30.0,75.6242,316.45
30.0,75.7852,316.33
30.0,75.8658,316.26
30.0,75.9463,316.19
30.0,76.0268,316.13
30.0,76.1074,316.08
30.0,76.1879,316.04
30.0,76.2685,316.01
30.0,76.349,316.0
30.0,76.4295,316.01
30.0,76.5906,316.07
30.0,76.6711,316.11
30.0,76.7517,316.16
30.0,76.8322,316.22
30.0,76.9128,316.26
30.0,76.9933,316.3
30.0,77.0738,316.34
30.0,77.2349,316.38
30.0,77.3154,316.4
30.0,77.396,316.4
30.0,77.4765,316.4
30.0,77.557,316.39
30.0,77.6376,316.37
30.0,77.7181,316.34
30.0,77.7987,316.3
30.0,77.8792,316.25
30.0,77.9597,316.2
30.0,78.0403,316.14
30.0,78.1208,316.09
30.0,78.2013,316.05
30.0,78.2819,316.01
30.0,78.443,315.98
30.0,78.5235,315.98
30.0,78.604,315.99
30.0,78.6846,316.0
30.0,78.7651,316.0
30.0,78.8456,316.0
30.0,78.9262,315.99
30.0,79.0067,315.97
30.0,79.0872,315.95
30.0,79.1678,315.93
30.0,79.2483,315.92
30.0,79.3289,315.9
30.0,79.4094,315.9
30.0,79.4899,315.9
30.0,79.5705,315.91
30.0,79.651,315.92
30.0,79.7315,315.93
30.0,79.8121,315.94
30.0,79.8926,315.95
30.0,79.9732,315.96
30.0,80.0537,315.96
30.0,80.1342,315.97
30.0,80.2148,315.97
30.0,80.2953,315.98
30.0,80.3758,315.99
30.0,80.4564,316.01
30.0,80.5369,316.02
30.0,80.6174,316.03
30.0,80.698,316.03
30.0,80.7785,316.02
30.0,80.8591,316.01
30.0,80.9396,315.97
30.0,81.0201,315.93
30.0,81.1007,315.88
30.0,81.1812,315.81
30.0,81.2617,315.75
30.0,81.3423,315.68
30.0,81.4228,315.62
30.0,81.5034,315.56
30.0,81.5839,315.52
30.0,81.6644,315.49
30.0,81.745,315.47
