lat,lon,lst_k
30.0,72.0,300.14
30.0,72.0805,300.14
30.0,72.1611,300.14
30.0,72.2416,300.13
30.0,72.3221,300.12
30.0,72.4027,300.11
30.0,72.4832,300.11
30.0,72.5638,300.11
30.0,72.6443,300.12
30.0,72.7248,300.19
30.0,72.8054,300.25
30.0,72.8859,300.34
30.0,72.9664,300.47
30.0,73.047,300.65
30.0,73.1275,300.86
30.0,73.2081,301.13
30.0,73.2886,301.44
30.0,73.3691,301.78
30.0,73.4497,302.14
30.0,73.5302,302.48
30.0,73.6107,302.78
30.0,73.6913,303.01
30.0,73.7718,303.13
30.0,73.8523,303.15
30.0,73.9329,303.04
30.0,74.0134,302.83
30.0,74.094,302.53
30.0,74.1745,302.17
30.0,74.255,301.8
30.0,74.3356,301.44
30.0,74.4161,301.11
30.0,74.4966,300.84
30.0,74.5772,300.63
30.0,74.6577,300.49
30.0,74.7383,300.39
30.0,74.8188,300.34
30.0,74.8993,300.32
30.0,74.9799,300.33
30.0,75.0604,300.31
30.0,75.1409,300.35
30.0,75.2215,300.38
30.0,75.302,300.41
30.0,75.3826,300.43
30.0,75.4631,300.45
30.0,75.5436,300.46
30.0,75.6242,300.46
30.0,75.7047,300.46
30.0,75.7852,300.45
30.0,75.8658,300.44
30.0,75.9463,300.43
30.0,76.0268,300.41
30.0,76.1074,300.38
30.0,76.1879,300.36
30.0,76.2685,300.34
30.0,76.349,300.32
30.0,76.4295,300.31
30.0,76.5101,300.3
30.0,76.5906,300.29
30.0,76.6711,300.3
30.0,76.7517,300.3
30.0,76.9128,300.33
30.0,76.9933,300.35
30.0,77.0738,300.37
30.0,77.1544,300.4
30.0,77.2349,300.42
30.0,77.3154,300.43
30.0,77.396,300.44
30.0,77.4765,300.44
30.0,77.557,300.44
30.0,77.6376,300.42
30.0,77.7987,300.38
30.0,77.8792,300.37
30.0,77.9597,300.36
30.0,78.0403,300.35
30.0,78.1208,300.36
30.0,78.2013,300.39
30.0,78.2819,300.42
30.0,78.3624,300.46
30.0,78.443,300.51
30.0,78.5235,300.55
30.0,78.604,300.59
30.0,78.6846,300.61
30.0,78.7651,300.62
30.0,78.8456,300.62
30.0,78.9262,300.59
30.0,79.0067,300.55
30.0,79.0872,300.5
30.0,79.1678,300.43
30.0,79.2483,300.36
30.0,79.3289,300.29
30.0,79.4094,300.22
30.0,79.4899,300.16
30.0,79.5705,300.11
30.0,79.7315,300.06
30.0,79.8121,300.06
30.0,79.9732,300.11
30.0,80.0537,300.15
30.0,80.1342,300.2
30.0,80.2148,300.25
30.0,80.2953,300.3
30.0,80.3758,300.35
30.0,80.4564,300.39
30.0,80.5369,300.42
30.0,80.698,300.46
30.0,80.7785,300.47
30.0,80.8591,300.47
30.0,80.9396,300.47
30.0,81.0201,300.47
30.0,81.1007,300.47
30.0,81.1812,300.47
