lat,lon,lst_k
30.0,72.0,304.6
30.0,72.0805,304.6
30.0,72.1611,304.6
30.0,72.2416,304.6
30.0,72.3221,304.6
30.0,72.4027,304.58
30.0,72.4832,304.56
30.0,72.5638,304.52
30.0,72.6443,304.47
30.0,72.7248,304.46
30.0,72.8054,304.43
30.0,72.8859,304.41
30.0,72.9664,304.43
30.0,73.047,304.49
30.0,73.1275,304.6
30.0,73.2081,304.79
30.0,73.2886,305.04
30.0,73.3691,305.34
30.0,73.4497,305.68
30.0,73.5302,306.04
30.0,73.6107,306.37
30.0,73.6913,306.63
30.0,73.7718,306.81
30.0,73.8523,306.87
30.0,73.9329,306.82
30.0,74.0134,306.65
30.0,74.094,306.38
30.0,74.1745,306.04
30.0,74.255,305.67
30.0,74.3356,305.3
30.0,74.4161,304.95
30.0,74.4966,304.65
30.0,74.5772,304.39
30.0,74.6577,304.19
30.0,74.7383,304.05
30.0,74.8188,303.95
30.0,74.8993,303.89
30.0,74.9799,303.86
30.0,75.0604,303.82
30.0,75.1409,303.84
30.0,75.2215,303.88
30.0,75.302,303.92
30.0,75.3826,303.96
30.0,75.4631,304.01
30.0,75.5436,304.06
30.0,75.6242,304.1
30.0,75.7047,304.14
30.0,75.7852,304.18
30.0,75.8658,304.22
30.0,75.9463,304.25
30.0,76.0268,304.28
30.0,76.1074,304.31
30.0,76.1879,304.34
30.0,76.2685,304.37
30.0,76.349,304.4
30.0,76.4295,304.44
30.0,76.5101,304.49
30.0,76.5906,304.54
30.0,76.6711,304.6
30.0,76.7517,304.65
30.0,76.8322,304.69
30.0,76.9128,304.72
30.0,76.9933,304.74
30.0,77.0738,304.75
30.0,77.1544,304.74
30.0,77.2349,304.71
30.0,77.3154,304.68
30.0,77.396,304.63
30.0,77.4765,304.58
30.0,77.557,304.53
30.0,77.6376,304.48
30.0,77.7181,304.45
30.0,77.7987,304.42
30.0,77.8792,304.4
30.0,77.9597,304.4
30.0,78.0403,304.42
30.0,78.2013,304.5
30.0,78.2819,304.55
30.0,78.3624,304.61
30.0,78.443,304.67
30.0,78.5235,304.72
30.0,78.604,304.75
30.0,78.6846,304.78
30.0,78.7651,304.78
30.0,78.8456,304.77
30.0,78.9262,304.74
30.0,79.0067,304.7
30.0,79.0872,304.66
30.0,79.1678,304.61
30.0,79.2483,304.57
30.0,79.3289,304.52
30.0,79.4094,304.48
30.0,79.4899,304.44
30.0,79.5705,304.4
30.0,79.651,304.37
30.0,79.7315,304.34
30.0,79.8121,304.31
30.0,79.8926,304.28
30.0,79.9732,304.26
30.0,80.0537,304.25
30.0,80.1342,304.25
30.0,80.2148,304.26
30.0,80.2953,304.26
30.0,80.3758,304.27
30.0,80.4564,304.28
30.0,80.5369,304.28
30.0,80.6174,304.27
30.0,80.698,304.26
30.0,80.7785,304.24
30.0,80.8591,304.24
30.0,80.9396,304.24
30.0,81.0201,304.25
30.0,81.1007,304.28
30.0,81.1812,304.33
30.0,81.2617,304.4
30.0,81.3423,304.48
30.0,81.4228,304.57
30.0,81.5034,304.66
30.0,81.5839,304.75
30.0,81.6644,304.83
30.0,81.745,304.89
30.0,81.8255,304.94
30.0,81.9866,304.97
30.0,82.2282,304.88
30.0,82.3087,304.82
30.0,82.3893,304.76
30.0,82.5503,304.64
30.0,82.6309,304.59
30.0,82.7114,304.53
30.0,82.7919,304.49
30.0,82.8725,304.44
30.0,82.953,304.4
30.0,83.0336,304.36
30.0,83.1946,304.26
30.0,83.2752,304.21
30.0,83.3557,304.16
30.0,83.4362,304.11
30.0,83.5168,304.07
30.0,83.5973,304.04
30.0,83.6779,304.01
30.0,83.7584,304.0
30.0,83.8389,304.0
30.0,83.9195,304.0
30.0,84.0,304.0
29.9329,72.0,304.6
29.9329,72.0805,304.6
29.9329,72.1611,304.6
29.9329,72.2416,304.6
29.9329,72.3221,304.6
29.9329,72.4027,304.58
29.9329,72.4832,304.56
29.9329,72.5638,304.52
29.9329,72.6443,304.51
29.9329,72.7248,304.47
29.9329,72.8054,304.44
29.9329,72.8859,304.42
29.9329,72.9664,304.44
29.9329,73.047,304.51
29.9329,73.1275,304.63
29.9329,73.2081,304.82
29.9329,73.2886,305.08
29.9329,73.3691,305.39
29.9329,73.4497,305.74
29.9329,73.5302,306.1
29.9329,73.6107,306.44
29.9329,73.6913,306.71
29.9329,73.7718,306.89
29.9329,73.8523,306.96
29.9329,73.9329,306.9
29.9329,74.0134,306.72
29.9329,74.094,306.45
29.9329,74.1745,306.11
29.9329,74.255,305.73
29.9329,74.3356,305.35
29.9329,74.4161,305.0
29.9329,74.4966,304.69
29.9329,74.5772,304.43
29.9329,74.6577,304.23
29.9329,74.7383,304.08
29.9329,74.8188,303.98
29.9329,74.8993,303.92
29.9329,74.9799,303.88
29.9329,75.0604,303.88
29.9329,75.1409,303.87
29.9329,75.2215,303.91
29.9329,75.302,303.95
29.9329,75.3826,303.99
29.9329,75.4631,304.04
29.9329,75.5436,304.08
29.9329,75.6242,304.13
29.9329,75.7047,304.17
29.9329,75.7852,304.21
29.9329,75.8658,304.24
29.9329,75.9463,304.27
29.9329,76.0268,304.3
29.9329,76.1074,304.33
29.9329,76.1879,304.35
29.9329,76.2685,304.38
29.9329,76.349,304.41
29.9329,76.4295,304.45
29.9329,76.5101,304.5
29.9329,76.5906,304.55
29.9329,76.6711,304.6
29.9329,76.7517,304.66
29.9329,76.8322,304.7
29.9329,76.9128,304.74
29.9329,76.9933,304.76
29.9329,77.0738,304.76
29.9329,77.1544,304.75
29.9329,77.2349,304.73
29.9329,77.3154,304.69
29.9329,77.396,304.65
29.9329,77.4765,304.6
29.9329,77.557,304.55
29.9329,77.6376,304.5
29.9329,77.7181,304.46
29.9329,77.7987,304.43
29.9329,77.8792,304.42
29.9329,77.9597,304.42
29.9329,78.0403,304.43
29.9329,78.1208,304.46
29.9329,78.2013,304.5
29.9329,78.2819,304.56
29.9329,78.3624,304.61
29.9329,78.443,304.67
29.9329,78.5235,304.72
29.9329,78.604,304.76
29.9329,78.6846,304.78
29.9329,78.7651,304.79
29.9329,78.8456,304.77
29.9329,78.9262,304.75
29.9329,79.0067,304.71
29.9329,79.0872,304.67
