lat,lon,lst_k
30.0,72.0,304.26
30.0,72.0805,304.26
30.0,72.1611,304.27
30.0,72.2416,304.28
30.0,72.3221,304.3
30.0,72.4027,304.32
30.0,72.4832,304.34
30.0,72.6443,304.38
30.0,72.7248,304.45
30.0,72.8054,304.5
30.0,72.8859,304.56
30.0,72.9664,304.64
30.0,73.047,304.76
30.0,73.1275,304.91
30.0,73.2081,305.1
30.0,73.2886,305.34
30.0,73.3691,305.63
30.0,73.4497,305.94
30.0,73.5302,306.27
30.0,73.6107,306.58
30.0,73.6913,306.84
30.0,73.7718,307.04
30.0,73.8523,307.14
30.0,73.9329,307.14
30.0,74.0134,307.05
30.0,74.094,306.87
30.0,74.1745,306.62
30.0,74.255,306.33
30.0,74.3356,306.02
30.0,74.4161,305.72
30.0,74.4966,305.44
30.0,74.5772,305.19
30.0,74.6577,304.97
30.0,74.7383,304.78
30.0,74.8188,304.61
30.0,74.8993,304.47
30.0,74.9799,304.35
30.0,75.0604,304.22
30.0,75.1409,304.14
30.0,75.2215,304.08
30.0,75.302,304.04
30.0,75.3826,304.02
30.0,75.4631,304.02
30.0,75.5436,304.05
30.0,75.6242,304.1
30.0,75.7047,304.17
30.0,75.7852,304.25
30.0,75.8658,304.35
30.0,75.9463,304.45
30.0,76.0268,304.55
30.0,76.1879,304.72
30.0,76.2685,304.77
30.0,76.349,304.81
30.0,76.4295,304.83
30.0,76.5101,304.82
30.0,76.5906,304.8
30.0,76.6711,304.76
30.0,76.7517,304.71
30.0,76.8322,304.65
30.0,76.9128,304.58
30.0,76.9933,304.51
30.0,77.0738,304.45
30.0,77.1544,304.39
30.0,77.2349,304.34
30.0,77.3154,304.31
30.0,77.396,304.29
30.0,77.4765,304.3
30.0,77.557,304.32
30.0,77.6376,304.36
30.0,77.7181,304.42
30.0,77.7987,304.48
30.0,77.8792,304.55
30.0,77.9597,304.62
30.0,78.0403,304.67
30.0,78.1208,304.71
30.0,78.2013,304.72
30.0,78.2819,304.71
30.0,78.3624,304.68
30.0,78.443,304.62
30.0,78.5235,304.55
30.0,78.604,304.46
30.0,78.7651,304.28
30.0,78.8456,304.19
30.0,78.9262,304.11
30.0,79.0067,304.03
30.0,79.1678,303.9
30.0,79.2483,303.83
30.0,79.3289,303.78
30.0,79.4094,303.72
30.0,79.4899,303.67
30.0,79.651,303.57
30.0,79.7315,303.54
30.0,79.8121,303.51
30.0,79.8926,303.49
30.0,79.9732,303.49
30.0,80.0537,303.5
30.0,80.1342,303.52
30.0,80.2148,303.55
30.0,80.2953,303.58
30.0,80.3758,303.62
30.0,80.4564,303.65
30.0,80.5369,303.69
30.0,80.6174,303.71
30.0,80.698,303.74
30.0,80.7785,303.76
30.0,80.8591,303.77
30.0,80.9396,303.79
30.0,81.0201,303.8
30.0,81.1007,303.82
30.0,81.1812,303.85
30.0,81.2617,303.87
30.0,81.3423,303.91
30.0,81.4228,303.94
30.0,81.5034,303.98
30.0,81.5839,304.01
30.0,81.6644,304.05
30.0,81.745,304.07
30.0,81.8255,304.1
30.0,81.906,304.12
30.0,81.9866,304.14
30.0,82.0671,304.16
30.0,82.1477,304.19
30.0,82.2282,304.22
30.0,82.3087,304.25
30.0,82.3893,304.29
30.0,82.4698,304.34
30.0,82.5503,304.39
30.0,82.6309,304.45
30.0,82.7114,304.5
30.0,82.7919,304.56
30.0,82.8725,304.6
30.0,82.953,304.64
30.0,83.0336,304.67
30.0,83.1141,304.68
30.0,83.1946,304.67
30.0,83.2752,304.65
30.0,83.3557,304.61
30.0,83.4362,304.55
30.0,83.5168,304.49
30.0,83.5973,304.43
30.0,83.6779,304.36
30.0,83.7584,304.3
30.0,83.8389,304.25
30.0,83.9195,304.22
30.0,84.0,304.2
29.9329,72.0,304.27
29.9329,72.0805,304.28
29.9329,72.1611,304.29
29.9329,72.2416,304.3
29.9329,72.3221,304.31
29.9329,72.4027,304.33
29.9329,72.4832,304.35
29.9329,72.5638,304.37
29.9329,72.6443,304.42
29.9329,72.7248,304.46
29.9329,72.8054,304.51
29.9329,72.8859,304.57
29.9329,72.9664,304.65
29.9329,73.047,304.77
29.9329,73.1275,304.92
29.9329,73.2081,305.12
29.9329,73.2886,305.37
29.9329,73.3691,305.66
29.9329,73.4497,305.98
29.9329,73.5302,306.31
29.9329,73.6107,306.63
29.9329,73.6913,306.9
29.9329,73.7718,307.1
29.9329,73.8523,307.2
29.9329,73.9329,307.21
29.9329,74.0134,307.11
29.9329,74.094,306.92
29.9329,74.1745,306.66
29.9329,74.255,306.37
29.9329,74.3356,306.05
29.9329,74.4161,305.74
29.9329,74.4966,305.46
29.9329,74.5772,305.2
29.9329,74.6577,304.98
29.9329,74.7383,304.79
29.9329,74.8188,304.63
29.9329,74.8993,304.49
29.9329,74.9799,304.37
29.9329,75.0604,304.27
29.9329,75.1409,304.16
29.9329,75.2215,304.11
29.9329,75.302,304.07
29.9329,75.3826,304.04
29.9329,75.4631,304.05
29.9329,75.5436,304.07
29.9329,75.6242,304.12
29.9329,75.7047,304.19
29.9329,75.7852,304.27
29.9329,75.8658,304.37
