lat,lon,lst_k
30.0,72.0,298.57
30.0,72.0805,298.55
30.0,72.1611,298.5
30.0,72.2416,298.44
30.0,72.3221,298.37
30.0,72.4027,298.28
30.0,72.4832,298.19
30.0,72.5638,298.1
30.0,72.6443,298.02
30.0,72.7248,298.01
30.0,72.8054,298.0
30.0,72.8859,298.03
30.0,72.9664,298.11
30.0,73.047,298.24
30.0,73.1275,298.44
30.0,73.2081,298.7
30.0,73.2886,299.02
30.0,73.3691,299.37
30.0,73.4497,299.75
30.0,73.6107,300.47
30.0,73.6913,300.75
30.0,73.7718,300.94
30.0,73.8523,301.02
30.0,73.9329,300.99
30.0,74.0134,300.87
30.0,74.094,300.66
30.0,74.1745,300.4
30.0,74.255,300.12
30.0,74.3356,299.83
30.0,74.4161,299.57
30.0,74.4966,299.35
30.0,74.5772,299.17
30.0,74.6577,299.03
30.0,74.7383,298.94
30.0,74.8188,298.88
30.0,74.8993,298.84
30.0,74.9799,298.81
30.0,75.0604,298.76
30.0,75.1409,298.76
30.0,75.2215,298.74
30.0,75.302,298.71
30.0,75.3826,298.67
30.0,75.5436,298.54
30.0,75.6242,298.46
30.0,75.7047,298.38
30.0,75.7852,298.3
30.0,75.8658,298.23
30.0,75.9463,298.17
30.0,76.0268,298.12
30.0,76.1074,298.1
30.0,76.1879,298.1
30.0,76.349,298.15
30.0,76.4295,298.2
30.0,76.5101,298.24
30.0,76.5906,298.29
30.0,76.6711,298.32
30.0,76.7517,298.34
30.0,76.8322,298.34
30.0,76.9128,298.31
30.0,76.9933,298.27
30.0,77.0738,298.22
30.0,77.1544,298.17
30.0,77.2349,298.11
30.0,77.3154,298.08
30.0,77.4765,298.05
30.0,77.557,298.06
30.0,77.6376,298.09
30.0,77.7181,298.12
30.0,77.7987,298.15
30.0,77.8792,298.18
30.0,77.9597,298.2
30.0,78.0403,298.22
30.0,78.1208,298.22
30.0,78.2013,298.22
30.0,78.2819,298.21
30.0,78.3624,298.2
30.0,78.443,298.18
30.0,78.5235,298.16
30.0,78.604,298.15
30.0,78.6846,298.13
30.0,78.8456,298.09
30.0,78.9262,298.07
30.0,79.0067,298.05
30.0,79.0872,298.03
30.0,79.1678,298.01
30.0,79.2483,297.99
30.0,79.3289,297.97
30.0,79.4094,297.95
30.0,79.4899,297.93
30.0,79.5705,297.9
30.0,79.8121,297.83
30.0,79.8926,297.81
30.0,79.9732,297.8
30.0,80.0537,297.79
30.0,80.1342,297.79
30.0,80.2148,297.79
30.0,80.2953,297.8
30.0,80.3758,297.82
30.0,80.4564,297.84
30.0,80.5369,297.87
30.0,80.6174,297.92
30.0,80.698,297.97
30.0,80.7785,298.04
30.0,80.8591,298.11
30.0,80.9396,298.2
30.0,81.0201,298.28
30.0,81.1007,298.37
30.0,81.1812,298.45
30.0,81.2617,298.52
30.0,81.3423,298.58
30.0,81.4228,298.64
30.0,81.5034,298.68
30.0,81.6644,298.73
30.0,81.745,298.75
30.0,81.8255,298.76
30.0,81.906,298.77
30.0,81.9866,298.77
30.0,82.0671,298.78
30.0,82.1477,298.77
30.0,82.2282,298.77
30.0,82.3087,298.76
30.0,82.3893,298.74
30.0,82.4698,298.71
30.0,82.5503,298.68
30.0,82.6309,298.64
30.0,82.7114,298.59
30.0,82.7919,298.54
30.0,82.8725,298.48
30.0,82.953,298.43
30.0,83.0336,298.38
30.0,83.1946,298.31
30.0,83.2752,298.29
30.0,83.3557,298.29
30.0,83.4362,298.3
30.0,83.5168,298.32
30.0,83.5973,298.35
30.0,83.6779,298.39
30.0,83.7584,298.42
30.0,83.8389,298.46
30.0,83.9195,298.48
30.0,84.0,298.49
29.9329,72.0,298.57
29.9329,72.0805,298.55
29.9329,72.1611,298.51
29.9329,72.2416,298.45
29.9329,72.3221,298.37
