lat,lon,lst_k
30.0,72.0,310.16
30.0,72.0805,310.16
30.0,72.1611,310.15
30.0,72.2416,310.13
30.0,72.3221,310.12
30.0,72.4027,310.12
30.0,72.4832,310.12
30.0,72.6443,310.15
30.0,72.7248,310.24
30.0,72.8054,310.33
30.0,72.8859,310.45
30.0,72.9664,310.6
30.0,73.047,310.78
30.0,73.1275,311.01
30.0,73.2081,311.28
30.0,73.2886,311.57
30.0,73.3691,311.89
30.0,73.4497,312.22
30.0,73.5302,312.52
30.0,73.6107,312.77
30.0,73.6913,312.96
30.0,73.7718,313.05
30.0,73.8523,313.03
30.0,73.9329,312.91
30.0,74.0134,312.69
30.0,74.094,312.4
30.0,74.1745,312.06
30.0,74.255,311.71
30.0,74.3356,311.38
30.0,74.4161,311.08
30.0,74.4966,310.83
30.0,74.5772,310.64
30.0,74.6577,310.5
30.0,74.7383,310.4
30.0,74.8188,310.34
30.0,74.8993,310.31
30.0,74.9799,310.29
30.0,75.0604,310.25
30.0,75.1409,310.25
30.0,75.2215,310.24
30.0,75.302,310.21
30.0,75.3826,310.18
30.0,75.4631,310.14
30.0,75.5436,310.09
30.0,75.6242,310.05
30.0,75.7047,310.02
30.0,75.7852,309.99
30.0,75.8658,309.98
30.0,75.9463,309.99
30.0,76.0268,310.02
30.0,76.1879,310.1
30.0,76.2685,310.15
30.0,76.349,310.2
30.0,76.4295,310.24
30.0,76.5101,310.27
30.0,76.5906,310.29
30.0,76.6711,310.29
30.0,76.7517,310.29
30.0,76.9128,310.26
30.0,76.9933,310.25
30.0,77.0738,310.23
30.0,77.1544,310.23
30.0,77.2349,310.23
30.0,77.3154,310.23
30.0,77.4765,310.24
30.0,77.557,310.24
30.0,77.6376,310.23
30.0,77.7181,310.21
30.0,77.8792,310.15
30.0,77.9597,310.11
30.0,78.1208,310.04
30.0,78.2013,310.01
30.0,78.2819,309.99
30.0,78.3624,309.97
30.0,78.443,309.97
30.0,78.5235,309.98
30.0,78.604,310.0
30.0,78.6846,310.02
30.0,78.7651,310.04
30.0,78.8456,310.07
30.0,78.9262,310.09
30.0,79.0067,310.11
30.0,79.0872,310.13
30.0,79.1678,310.15
30.0,79.2483,310.17
30.0,79.3289,310.18
30.0,79.4094,310.19
30.0,79.4899,310.2
30.0,79.5705,310.21
30.0,79.651,310.21
30.0,79.7315,310.21
30.0,79.8121,310.22
30.0,79.8926,310.22
30.0,79.9732,310.24
30.0,80.0537,310.26
30.0,80.1342,310.28
30.0,80.2148,310.31
30.0,80.2953,310.35
30.0,80.3758,310.38
30.0,80.5369,310.42
30.0,80.6174,310.43
30.0,80.698,310.42
30.0,80.7785,310.41
30.0,80.8591,310.38
30.0,80.9396,310.36
30.0,81.0201,310.33
30.0,81.1007,310.32
30.0,81.1812,310.32
30.0,81.2617,310.33
30.0,81.3423,310.35
30.0,81.4228,310.39
30.0,81.5034,310.43
30.0,81.5839,310.46
30.0,81.6644,310.49
30.0,81.745,310.51
30.0,81.8255,310.51
30.0,81.906,310.49
30.0,81.9866,310.46
30.0,82.0671,310.42
30.0,82.1477,310.38
30.0,82.2282,310.33
30.0,82.3087,310.28
30.0,82.3893,310.24
30.0,82.4698,310.21
30.0,82.5503,310.18
30.0,82.6309,310.16
30.0,82.7114,310.15
30.0,82.7919,310.13
30.0,82.8725,310.12
30.0,82.953,310.1
30.0,83.0336,310.09
30.0,83.1141,310.07
30.0,83.1946,310.05
30.0,83.2752,310.03
30.0,83.3557,310.01
30.0,83.4362,309.98
30.0,83.5168,309.96
30.0,83.5973,309.94
30.0,83.6779,309.93
30.0,83.7584,309.92
30.0,83.8389,309.91
30.0,83.9195,309.9
30.0,84.0,309.9
29.9329,72.0,310.18
29.9329,72.0805,310.17
29.9329,72.1611,310.16
29.9329,72.2416,310.15
29.9329,72.3221,310.14
29.9329,72.4027,310.13
29.9329,72.4832,310.13
29.9329,72.5638,310.15
29.9329,72.7248,310.26
29.9329,72.8054,310.35
29.9329,72.8859,310.47
29.9329,72.9664,310.62
29.9329,73.047,310.81
29.9329,73.1275,311.04
29.9329,73.2081,311.31
29.9329,73.2886,311.61
29.9329,73.3691,311.93
29.9329,73.4497,312.26
29.9329,73.5302,312.57
29.9329,73.6107,312.83
29.9329,73.6913,313.02
29.9329,73.7718,313.12
29.9329,73.8523,313.11
29.9329,73.9329,312.98
29.9329,74.0134,312.76
29.9329,74.094,312.46
29.9329,74.1745,312.12
29.9329,74.255,311.76
29.9329,74.3356,311.42
29.9329,74.4161,311.11
29.9329,74.4966,310.85
29.9329,74.5772,310.66
29.9329,74.6577,310.51
29.9329,74.7383,310.41
29.9329,74.8188,310.35
29.9329,74.8993,310.32
29.9329,74.9799,310.3
29.9329,75.0604,310.28
29.9329,75.1409,310.25
29.9329,75.2215,310.24
29.9329,75.302,310.21
29.9329,75.3826,310.18
29.9329,75.4631,310.14
29.9329,75.5436,310.1
29.9329,75.6242,310.06
29.9329,75.7047,310.02
29.9329,75.7852,310.0
29.9329,75.8658,309.99
29.9329,75.9463,310.0
29.9329,76.0268,310.02
29.9329,76.1074,310.06
29.9329,76.1879,310.1
29.9329,76.2685,310.15
29.9329,76.349,310.2
29.9329,76.4295,310.24
29.9329,76.5101,310.27
29.9329,76.6711,310.29
29.9329,76.7517,310.29
29.9329,76.8322,310.27
29.9329,76.9128,310.26
29.9329,76.9933,310.25
29.9329,77.0738,310.24
29.9329,77.1544,310.23
29.9329,77.2349,310.23
29.9329,77.396,310.24
29.9329,77.4765,310.25
29.9329,77.557,310.24
29.9329,77.6376,310.23
29.9329,77.7181,310.22
29.9329,77.7987,310.19
29.9329,77.8792,310.16
29.9329,77.9597,310.12
29.9329,78.0403,310.09
29.9329,78.1208,310.05
29.9329,78.2013,310.02
29.9329,78.2819,310.0
29.9329,78.443,309.99
29.9329,78.5235,310.0
29.9329,78.604,310.02
29.9329,78.6846,310.04
29.9329,78.7651,310.06
29.9329,78.8456,310.09
29.9329,78.9262,310.11
29.9329,79.0067,310.13
29.9329,79.0872,310.15
29.9329,79.2483,310.19
29.9329,79.3289,310.2
29.9329,79.4094,310.21
29.9329,79.4899,310.22
29.9329,79.5705,310.22
29.9329,79.651,310.23
29.9329,79.7315,310.23
29.9329,79.8121,310.23
29.9329,79.8926,310.24
29.9329,79.9732,310.25
29.9329,80.0537,310.27
29.9329,80.2148,310.32
29.9329,80.2953,310.35
29.9329,80.3758,310.38
29.9329,80.4564,310.41
29.9329,80.5369,310.43
29.9329,80.6174,310.43
29.9329,80.698,310.43
29.9329,80.7785,310.41
29.9329,80.8591,310.39
29.9329,80.9396,310.37
29.9329,81.0201,310.35
29.9329,81.1007,310.33
29.9329,81.1812,310.33
29.9329,81.2617,310.34
29.9329,81.3423,310.37
29.9329,81.4228,310.4
29.9329,81.5034,310.44
29.9329,81.5839,310.47
29.9329,81.6644,310.5
29.9329,81.745,310.51
29.9329,81.8255,310.51
29.9329,81.906,310.49
29.9329,81.9866,310.47
29.9329,82.0671,310.43
29.9329,82.1477,310.38
29.9329,82.2282,310.34
29.9329,82.3087,310.29
29.9329,82.4698,310.22
29.9329,82.5503,310.2
29.9329,82.6309,310.18
29.9329,82.7114,310.16
29.9329,82.8725,310.13
29.9329,82.953,310.12
29.9329,83.1141,310.08
29.9329,83.1946,310.06
29.9329,83.2752,310.04
29.9329,83.3557,310.02
29.9329,83.4362,310.0
29.9329,83.5168,309.98
29.9329,83.5973,309.96
29.9329,83.6779,309.95
29.9329,83.7584,309.94
29.9329,83.8389,309.93
29.9329,83.9195,309.92
29.9329,84.0,309.92
29.8658,72.0,310.2
29.8658,72.0805,310.2
29.8658,72.1611,310.19
29.8658,72.2416,310.17
29.8658,72.3221,310.16
29.8658,72.4027,310.16
29.8658,72.4832,310.16
29.8658,72.5638,310.17
29.8658,72.6443,310.19
29.8658,72.7248,310.28
29.8658,72.8054,310.37
29.8658,72.8859,310.49
29.8658,72.9664,310.63
29.8658,73.047,310.82
29.8658,73.1275,311.04
29.8658,73.2081,311.3
29.8658,73.2886,311.6
29.8658,73.3691,311.91
29.8658,73.4497,312.23
29.8658,73.5302,312.53
29.8658,73.6107,312.79
29.8658,73.6913,312.98
29.8658,73.7718,313.07
29.8658,73.8523,313.06
29.8658,73.9329,312.94
29.8658,74.0134,312.72
29.8658,74.094,312.43
29.8658,74.1745,312.09
29.8658,74.255,311.74
29.8658,74.3356,311.4
29.8658,74.4161,311.09
29.8658,74.6577,310.5
29.8658,74.8188,310.34
29.8658,74.8993,310.31
29.8658,74.9799,310.29
29.8658,75.0604,310.24
29.8658,75.1409,310.24
29.8658,75.2215,310.23
29.8658,75.302,310.21
29.8658,75.3826,310.18
29.8658,75.4631,310.14
29.8658,75.5436,310.1
29.8658,75.6242,310.06
29.8658,75.7047,310.02
29.8658,75.7852,310.0
29.8658,75.8658,309.99
29.8658,75.9463,309.99
29.8658,76.0268,310.01
29.8658,76.1074,310.05
29.8658,76.1879,310.09
29.8658,76.2685,310.14
29.8658,76.349,310.18
29.8658,76.4295,310.22
29.8658,76.5101,310.25
29.8658,76.5906,310.27
29.8658,76.6711,310.27
29.8658,76.7517,310.27
29.8658,76.8322,310.26
29.8658,76.9128,310.25
29.8658,76.9933,310.24
29.8658,77.0738,310.23
29.8658,77.1544,310.22
29.8658,77.2349,310.23
29.8658,77.3154,310.23
29.8658,77.396,310.24
29.8658,77.557,310.24
29.8658,77.6376,310.24
29.8658,77.7181,310.22
29.8658,77.7987,310.2
29.8658,77.8792,310.17
29.8658,77.9597,310.13
29.8658,78.0403,310.1
29.8658,78.1208,310.07
29.8658,78.2013,310.04
29.8658,78.3624,310.01
29.8658,78.443,310.02
29.8658,78.5235,310.03
29.8658,78.604,310.04
29.8658,78.6846,310.07
29.8658,78.7651,310.09
29.8658,78.8456,310.11
29.8658,78.9262,310.14
29.8658,79.0067,310.16
29.8658,79.0872,310.17
29.8658,79.1678,310.19
29.8658,79.2483,310.21
29.8658,79.3289,310.22
29.8658,79.4094,310.23
29.8658,79.4899,310.24
29.8658,79.5705,310.24
