lat,lon,lst_k
30.0,72.0,304.3
30.0,72.0805,304.3
30.0,72.1611,304.3
30.0,72.2416,304.3
30.0,72.3221,304.3
30.0,72.4027,304.29
30.0,72.4832,304.29
30.0,72.5638,304.29
30.0,72.6443,304.29
30.0,72.7248,304.34
30.0,72.8054,304.38
30.0,72.8859,304.45
30.0,72.9664,304.54
30.0,73.047,304.67
30.0,73.1275,304.84
30.0,73.2081,305.04
30.0,73.2886,305.29
30.0,73.3691,305.57
30.0,73.4497,305.86
30.0,73.5302,306.15
30.0,73.6107,306.4
30.0,73.6913,306.59
30.0,73.8523,306.73
30.0,73.9329,306.65
30.0,74.0134,306.47
30.0,74.094,306.22
30.0,74.1745,305.92
30.0,74.255,305.6
30.0,74.3356,305.28
30.0,74.4161,304.98
30.0,74.4966,304.73
30.0,74.5772,304.52
30.0,74.6577,304.36
30.0,74.7383,304.23
30.0,74.8993,304.09
30.0,74.9799,304.05
30.0,75.0604,304.0
30.0,75.1409,304.01
30.0,75.2215,304.01
30.0,75.302,304.01
30.0,75.3826,304.01
30.0,75.4631,304.01
30.0,75.5436,304.0
30.0,75.6242,303.98
30.0,75.7047,303.96
30.0,75.7852,303.94
30.0,75.8658,303.92
30.0,75.9463,303.9
30.0,76.1074,303.89
30.0,76.1879,303.9
30.0,76.2685,303.92
30.0,76.349,303.94
30.0,76.4295,303.97
30.0,76.5101,304.0
30.0,76.5906,304.03
30.0,76.6711,304.05
30.0,76.7517,304.07
30.0,76.8322,304.09
30.0,76.9933,304.1
30.0,77.0738,304.12
30.0,77.1544,304.13
30.0,77.2349,304.15
30.0,77.3154,304.18
30.0,77.396,304.21
30.0,77.4765,304.24
30.0,77.557,304.26
30.0,77.6376,304.27
30.0,77.7181,304.26
30.0,77.7987,304.24
30.0,77.8792,304.21
30.0,77.9597,304.16
30.0,78.0403,304.1
30.0,78.1208,304.04
30.0,78.2013,303.98
30.0,78.2819,303.93
30.0,78.3624,303.89
30.0,78.443,303.86
30.0,78.5235,303.85
30.0,78.604,303.85
30.0,78.6846,303.86
30.0,78.7651,303.87
30.0,78.8456,303.89
30.0,78.9262,303.91
30.0,79.0067,303.92
30.0,79.0872,303.93
30.0,79.2483,303.95
30.0,79.4094,303.96
30.0,79.4899,303.96
30.0,79.5705,303.96
30.0,79.651,303.96
30.0,79.7315,303.96
30.0,79.8121,303.96
30.0,79.8926,303.96
30.0,79.9732,303.96
30.0,80.0537,303.96
30.0,80.1342,303.97
30.0,80.2148,303.97
30.0,80.2953,303.98
30.0,80.3758,303.98
30.0,80.4564,303.99
30.0,80.5369,303.98
30.0,80.698,303.95
30.0,80.7785,303.91
30.0,80.8591,303.87
30.0,80.9396,303.83
30.0,81.0201,303.78
30.0,81.1007,303.73
30.0,81.1812,303.68
30.0,81.3423,303.61
30.0,81.4228,303.6
30.0,81.5034,303.59
30.0,81.5839,303.59
30.0,81.6644,303.61
30.0,81.745,303.63
30.0,81.8255,303.67
30.0,81.906,303.7
30.0,81.9866,303.75
30.0,82.0671,303.79
30.0,82.1477,303.83
30.0,82.2282,303.86
30.0,82.3087,303.88
30.0,82.3893,303.89
30.0,82.4698,303.9
30.0,82.5503,303.89
30.0,82.6309,303.89
30.0,82.7114,303.88
30.0,82.7919,303.88
30.0,82.8725,303.88
30.0,82.953,303.88
30.0,83.0336,303.89
30.0,83.1141,303.91
30.0,83.1946,303.92
30.0,83.2752,303.94
30.0,83.3557,303.96
30.0,83.4362,303.98
30.0,83.5168,304.0
30.0,83.5973,304.01
30.0,83.6779,304.03
30.0,83.7584,304.05
30.0,83.8389,304.07
30.0,83.9195,304.08
30.0,84.0,304.09
29.9329,72.0,304.29
29.9329,72.0805,304.29
29.9329,72.1611,304.29
29.9329,72.2416,304.29
29.9329,72.3221,304.29
29.9329,72.4027,304.29
29.9329,72.4832,304.29
29.9329,72.5638,304.29
29.9329,72.6443,304.32
29.9329,72.7248,304.35
29.9329,72.8054,304.39
29.9329,72.8859,304.46
29.9329,72.9664,304.55
29.9329,73.047,304.68
