lat,lon,lst_k
30.0,72.0,304.76
30.0,72.0805,304.76
30.0,72.1611,304.76
30.0,72.3221,304.76
30.0,72.4027,304.77
30.0,72.4832,304.77
30.0,72.5638,304.78
30.0,72.6443,304.79
30.0,72.7248,304.86
30.0,72.8054,304.91
30.0,72.9664,305.07
30.0,73.047,305.2
30.0,73.1275,305.37
30.0,73.2081,305.59
30.0,73.2886,305.85
30.0,73.3691,306.15
30.0,73.4497,306.48
30.0,73.5302,306.81
30.0,73.6107,307.11
30.0,73.6913,307.35
30.0,73.7718,307.51
30.0,73.8523,307.56
30.0,74.0134,307.34
30.0,74.094,307.1
30.0,74.1745,306.8
30.0,74.255,306.48
30.0,74.3356,306.17
30.0,74.4161,305.88
30.0,74.4966,305.64
30.0,74.5772,305.44
30.0,74.6577,305.29
30.0,74.8188,305.11
30.0,74.8993,305.05
30.0,75.0604,304.94
30.0,75.1409,304.92
30.0,75.2215,304.88
30.0,75.302,304.84
30.0,75.3826,304.79
30.0,75.4631,304.72
30.0,75.5436,304.65
30.0,75.6242,304.58
30.0,75.7047,304.5
30.0,75.7852,304.41
30.0,75.8658,304.33
30.0,75.9463,304.24
30.0,76.0268,304.17
30.0,76.1074,304.1
30.0,76.1879,304.05
30.0,76.2685,304.01
30.0,76.349,304.0
30.0,76.4295,304.01
30.0,76.5101,304.04
30.0,76.5906,304.08
30.0,76.6711,304.15
30.0,76.7517,304.22
30.0,76.8322,304.29
30.0,76.9128,304.36
30.0,76.9933,304.43
30.0,77.0738,304.48
30.0,77.1544,304.52
30.0,77.2349,304.54
30.0,77.3154,304.54
30.0,77.396,304.54
30.0,77.4765,304.52
30.0,77.557,304.49
30.0,77.6376,304.46
30.0,77.7181,304.42
30.0,77.7987,304.39
30.0,77.8792,304.36
30.0,77.9597,304.34
30.0,78.0403,304.33
30.0,78.1208,304.33
30.0,78.2013,304.34
30.0,78.2819,304.37
30.0,78.3624,304.41
30.0,78.443,304.45
30.0,78.5235,304.51
30.0,78.604,304.57
30.0,78.6846,304.63
30.0,78.7651,304.69
30.0,78.8456,304.75
30.0,78.9262,304.8
30.0,79.0067,304.84
