lat,lon,lst_k
30.0,72.0,320.87
30.0,72.0805,320.89
30.0,72.1611,320.94
30.0,72.2416,320.99
30.0,72.3221,321.06
30.0,72.4027,321.14
30.0,72.5638,321.29
30.0,72.6443,321.35
30.0,72.7248,321.47
30.0,72.8054,321.56
30.0,72.8859,321.66
30.0,72.9664,321.78
30.0,73.047,321.93
30.0,73.1275,322.12
30.0,73.2081,322.34
30.0,73.2886,322.61
30.0,73.3691,322.91
30.0,73.4497,323.23
30.0,73.5302,323.55
30.0,73.6107,323.83
30.0,73.6913,324.05
30.0,73.7718,324.18
30.0,73.8523,324.21
30.0,73.9329,324.14
30.0,74.0134,323.97
30.0,74.094,323.72
30.0,74.1745,323.42
30.0,74.255,323.1
30.0,74.3356,322.78
30.0,74.4161,322.5
30.0,74.4966,322.25
30.0,74.5772,322.06
30.0,74.6577,321.92
30.0,74.7383,321.82
30.0,74.8188,321.76
30.0,74.8993,321.72
30.0,74.9799,321.7
30.0,75.0604,321.65
30.0,75.1409,321.66
30.0,75.2215,321.65
30.0,75.302,321.64
30.0,75.3826,321.62
30.0,75.4631,321.59
30.0,75.5436,321.57
30.0,75.6242,321.54
30.0,75.7852,321.49
30.0,75.8658,321.47
30.0,75.9463,321.45
30.0,76.0268,321.43
30.0,76.1074,321.41
30.0,76.1879,321.39
30.0,76.2685,321.37
30.0,76.349,321.34
30.0,76.4295,321.32
30.0,76.5101,321.29
30.0,76.5906,321.27
30.0,76.6711,321.26
30.0,76.7517,321.25
30.0,76.8322,321.24
30.0,76.9128,321.25
30.0,76.9933,321.27
30.0,77.0738,321.29
30.0,77.1544,321.32
30.0,77.2349,321.36
30.0,77.3154,321.38
30.0,77.396,321.41
30.0,77.4765,321.42
30.0,77.557,321.42
30.0,77.7181,321.37
30.0,77.7987,321.33
30.0,77.8792,321.29
30.0,78.0403,321.21
30.0,78.1208,321.18
30.0,78.2013,321.17
30.0,78.2819,321.18
30.0,78.443,321.23
30.0,78.5235,321.26
30.0,78.604,321.29
