lat,lon,lst_k
30.0,72.0,310.13
30.0,72.0805,310.12
30.0,72.1611,310.12
30.0,72.2416,310.11
30.0,72.3221,310.1
30.0,72.4027,310.09
30.0,72.4832,310.09
30.0,72.5638,310.08
30.0,72.6443,310.08
30.0,72.7248,310.14
30.0,72.8054,310.18
30.0,72.9664,310.33
30.0,73.047,310.45
30.0,73.1275,310.61
30.0,73.2081,310.81
30.0,73.2886,311.04
30.0,73.3691,311.31
30.0,73.4497,311.59
30.0,73.6107,312.11
30.0,73.6913,312.28
30.0,73.7718,312.37
30.0,73.8523,312.35
30.0,73.9329,312.23
30.0,74.0134,312.01
30.0,74.094,311.71
30.0,74.1745,311.37
30.0,74.255,311.01
30.0,74.3356,310.68
30.0,74.4161,310.39
30.0,74.4966,310.16
30.0,74.5772,309.98
30.0,74.6577,309.86
30.0,74.7383,309.77
30.0,74.8188,309.72
30.0,74.8993,309.68
30.0,74.9799,309.65
30.0,75.0604,309.58
30.0,75.1409,309.56
30.0,75.2215,309.53
30.0,75.302,309.5
30.0,75.4631,309.45
30.0,75.5436,309.45
30.0,75.6242,309.47
30.0,75.7047,309.5
30.0,75.7852,309.54
30.0,75.8658,309.6
30.0,75.9463,309.66
30.0,76.0268,309.72
30.0,76.1074,309.78
30.0,76.1879,309.83
30.0,76.2685,309.88
30.0,76.349,309.92
30.0,76.4295,309.96
30.0,76.5101,309.99
30.0,76.5906,310.01
30.0,76.6711,310.04
30.0,76.7517,310.06
30.0,76.8322,310.07
30.0,76.9128,310.08
30.0,76.9933,310.09
30.0,77.0738,310.09
30.0,77.1544,310.08
30.0,77.2349,310.07
30.0,77.3154,310.06
30.0,77.396,310.04
30.0,77.4765,310.01
30.0,77.557,309.98
30.0,77.6376,309.94
30.0,77.7181,309.9
30.0,77.7987,309.86
30.0,77.8792,309.82
30.0,77.9597,309.78
30.0,78.0403,309.76
30.0,78.1208,309.75
30.0,78.2013,309.75
30.0,78.2819,309.77
30.0,78.3624,309.8
30.0,78.443,309.84
30.0,78.604,309.94
30.0,78.6846,309.99
30.0,78.7651,310.03
30.0,78.8456,310.06
30.0,78.9262,310.07
30.0,79.0067,310.08
30.0,79.0872,310.08
30.0,79.1678,310.08
30.0,79.2483,310.07
30.0,79.3289,310.06
30.0,79.4094,310.06
30.0,79.4899,310.05
30.0,79.5705,310.04
30.0,79.651,310.04
30.0,79.7315,310.04
30.0,79.8121,310.03
30.0,79.9732,310.02
30.0,80.0537,310.02
30.0,80.1342,310.02
30.0,80.2148,310.02
30.0,80.2953,310.01
30.0,80.4564,309.98
30.0,80.5369,309.95
30.0,80.6174,309.92
30.0,80.698,309.87
30.0,80.7785,309.82
30.0,80.8591,309.76
30.0,80.9396,309.71
30.0,81.1007,309.62
30.0,81.1812,309.59
30.0,81.2617,309.58
30.0,81.3423,309.57
30.0,81.4228,309.58
30.0,81.5034,309.59
30.0,81.5839,309.61
30.0,81.6644,309.64
30.0,81.8255,309.69
30.0,81.906,309.72
30.0,81.9866,309.76
30.0,82.0671,309.79
30.0,82.1477,309.82
30.0,82.2282,309.86
30.0,82.3087,309.89
30.0,82.3893,309.92
30.0,82.4698,309.95
30.0,82.5503,309.97
30.0,82.6309,309.98
30.0,82.7114,309.98
30.0,82.8725,309.95
30.0,82.953,309.94
30.0,83.0336,309.92
30.0,83.1141,309.9
30.0,83.1946,309.9
30.0,83.2752,309.9
30.0,83.3557,309.92
30.0,83.4362,309.94
30.0,83.5168,309.97
30.0,83.5973,310.01
30.0,83.6779,310.04
30.0,83.7584,310.07
30.0,83.8389,310.1
30.0,83.9195,310.11
30.0,84.0,310.12
29.9329,72.0805,310.13
29.9329,72.1611,310.12
29.9329,72.2416,310.12
29.9329,72.3221,310.11
29.9329,72.4027,310.1
29.9329,72.4832,310.09
29.9329,72.5638,310.09
29.9329,72.6443,310.12
29.9329,72.7248,310.15
29.9329,72.8054,310.19
29.9329,72.8859,310.26
29.9329,72.9664,310.35
29.9329,73.047,310.47
29.9329,73.1275,310.63
29.9329,73.2886,311.08
29.9329,73.5302,311.93
29.9329,73.6107,312.18
29.9329,73.6913,312.36
29.9329,73.7718,312.46
29.9329,73.8523,312.44
29.9329,73.9329,312.32
29.9329,74.0134,312.09
29.9329,74.094,311.79
29.9329,74.1745,311.44
29.9329,74.255,311.08
29.9329,74.3356,310.74
29.9329,74.4161,310.44
29.9329,74.4966,310.2
29.9329,74.5772,310.01
29.9329,74.6577,309.88
29.9329,74.7383,309.8
29.9329,74.8188,309.74
29.9329,74.8993,309.7
29.9329,74.9799,309.66
29.9329,75.0604,309.63
29.9329,75.1409,309.57
29.9329,75.2215,309.54
29.9329,75.302,309.51
29.9329,75.3826,309.49
29.9329,75.4631,309.48
29.9329,75.6242,309.49
29.9329,75.7047,309.53
29.9329,75.7852,309.57
29.9329,75.8658,309.62
29.9329,75.9463,309.68
29.9329,76.0268,309.74
29.9329,76.1074,309.8
29.9329,76.1879,309.85
29.9329,76.2685,309.9
29.9329,76.349,309.94
29.9329,76.4295,309.97
29.9329,76.5101,310.0
29.9329,76.5906,310.03
29.9329,76.6711,310.05
29.9329,76.7517,310.07
29.9329,76.8322,310.09
29.9329,76.9128,310.1
29.9329,76.9933,310.11
29.9329,77.0738,310.11
29.9329,77.1544,310.1
29.9329,77.2349,310.09
29.9329,77.3154,310.08
29.9329,77.396,310.06
29.9329,77.4765,310.03
29.9329,77.6376,309.96
29.9329,77.7181,309.92
29.9329,77.7987,309.87
29.9329,77.8792,309.83
29.9329,77.9597,309.8
29.9329,78.0403,309.77
29.9329,78.1208,309.76
29.9329,78.2013,309.76
29.9329,78.2819,309.78
29.9329,78.3624,309.81
29.9329,78.443,309.85
29.9329,78.5235,309.9
29.9329,78.6846,310.0
29.9329,78.7651,310.04
29.9329,78.8456,310.07
29.9329,78.9262,310.08
29.9329,79.0067,310.09
29.9329,79.0872,310.09
29.9329,79.1678,310.09
29.9329,79.2483,310.08
29.9329,79.3289,310.07
29.9329,79.4094,310.07
29.9329,79.4899,310.06
29.9329,79.5705,310.06
29.9329,79.651,310.05
29.9329,79.7315,310.05
29.9329,79.8121,310.04
29.9329,79.8926,310.04
