lat,lon,lst_k
30.0,72.0,316.28
30.0,72.0805,316.27
30.0,72.1611,316.25
30.0,72.2416,316.23
30.0,72.3221,316.19
30.0,72.4027,316.16
30.0,72.4832,316.12
30.0,72.5638,316.08
30.0,72.6443,316.05
30.0,72.7248,316.07
30.0,72.8054,316.08
30.0,72.8859,316.11
30.0,72.9664,316.18
30.0,73.047,316.29
30.0,73.1275,316.45
30.0,73.2081,316.68
30.0,73.2886,316.98
30.0,73.3691,317.34
30.0,73.4497,317.74
30.0,73.5302,318.16
30.0,73.6107,318.57
30.0,73.7718,319.22
30.0,73.8523,319.4
30.0,73.9329,319.46
30.0,74.0134,319.4
30.0,74.094,319.24
30.0,74.1745,319.0
30.0,74.255,318.7
30.0,74.3356,318.37
30.0,74.4161,318.05
30.0,74.4966,317.75
30.0,74.5772,317.47
30.0,74.6577,317.24
30.0,74.8188,316.87
30.0,74.8993,316.73
30.0,74.9799,316.62
30.0,75.0604,316.5
30.0,75.1409,316.45
30.0,75.2215,316.41
30.0,75.302,316.39
30.0,75.3826,316.39
30.0,75.5436,316.41
30.0,75.6242,316.42
30.0,75.7047,316.43
30.0,75.8658,316.43
30.0,75.9463,316.4
30.0,76.0268,316.37
30.0,76.1074,316.32
30.0,76.2685,316.21
30.0,76.349,316.16
30.0,76.4295,316.13
30.0,76.5101,316.1
30.0,76.5906,316.09
30.0,76.6711,316.1
30.0,76.7517,316.11
30.0,76.8322,316.14
30.0,76.9128,316.16
30.0,76.9933,316.19
30.0,77.1544,316.23
30.0,77.3154,316.25
30.0,77.396,316.26
30.0,77.4765,316.26
30.0,77.557,316.27
30.0,77.6376,316.28
30.0,77.7181,316.3
30.0,77.7987,316.32
30.0,77.8792,316.35
30.0,77.9597,316.39
30.0,78.0403,316.42
30.0,78.1208,316.45
30.0,78.2013,316.48
30.0,78.2819,316.51
30.0,78.3624,316.53
30.0,78.443,316.53
30.0,78.5235,316.53
30.0,78.604,316.52
30.0,78.6846,316.5
30.0,78.7651,316.47
30.0,78.8456,316.43
30.0,78.9262,316.38
30.0,79.0067,316.33
30.0,79.0872,316.27
30.0,79.1678,316.21
30.0,79.2483,316.15
30.0,79.4094,316.06
30.0,79.4899,316.03
30.0,79.5705,316.01
30.0,79.651,316.0
30.0,79.7315,316.0
30.0,79.8121,316.02
30.0,79.8926,316.04
30.0,79.9732,316.06
30.0,80.0537,316.09
30.0,80.1342,316.11
30.0,80.2148,316.13
30.0,80.2953,316.15
30.0,80.3758,316.16
30.0,80.4564,316.16
30.0,80.5369,316.17
30.0,80.6174,316.17
30.0,80.698,316.18
30.0,80.7785,316.19
30.0,80.8591,316.21
30.0,80.9396,316.23
30.0,81.0201,316.26
30.0,81.1007,316.28
30.0,81.1812,316.29
30.0,81.2617,316.3
30.0,81.3423,316.3
30.0,81.4228,316.29
30.0,81.5034,316.28
30.0,81.5839,316.27
30.0,81.6644,316.26
30.0,81.745,316.25
30.0,81.8255,316.24
30.0,81.906,316.23
30.0,81.9866,316.22
30.0,82.0671,316.2
30.0,82.1477,316.18
30.0,82.2282,316.16
30.0,82.3087,316.13
30.0,82.3893,316.11
30.0,82.4698,316.08
30.0,82.5503,316.06
30.0,82.6309,316.04
30.0,82.7114,316.03
30.0,82.7919,316.03
30.0,82.8725,316.04
30.0,82.953,316.05
30.0,83.0336,316.06
30.0,83.1141,316.09
30.0,83.1946,316.12
30.0,83.2752,316.15
30.0,83.3557,316.19
30.0,83.4362,316.23
30.0,83.5168,316.27
30.0,83.5973,316.3
30.0,83.6779,316.33
30.0,83.7584,316.36
30.0,83.8389,316.38
30.0,83.9195,316.39
30.0,84.0,316.4
29.9329,72.0,316.3
29.9329,72.0805,316.29
29.9329,72.1611,316.27
29.9329,72.2416,316.25
29.9329,72.3221,316.21
29.9329,72.4027,316.18
29.9329,72.4832,316.14
29.9329,72.5638,316.11
29.9329,72.6443,316.1
29.9329,72.7248,316.1
29.9329,72.8054,316.1
29.9329,72.8859,316.14
29.9329,72.9664,316.21
29.9329,73.047,316.32
29.9329,73.1275,316.49
29.9329,73.2081,316.73
29.9329,73.2886,317.03
29.9329,73.3691,317.39
29.9329,73.4497,317.8
29.9329,73.5302,318.23
29.9329,73.6913,319.01
29.9329,73.7718,319.29
29.9329,73.8523,319.47
29.9329,73.9329,319.53
29.9329,74.0134,319.47
29.9329,74.094,319.3
29.9329,74.1745,319.04
29.9329,74.255,318.74
29.9329,74.3356,318.41
29.9329,74.4966,317.77
29.9329,74.5772,317.49
29.9329,74.6577,317.25
29.9329,74.7383,317.05
29.9329,74.8188,316.88
29.9329,74.8993,316.74
29.9329,74.9799,316.63
29.9329,75.0604,316.55
29.9329,75.1409,316.46
29.9329,75.2215,316.43
29.9329,75.302,316.41
29.9329,75.3826,316.4
29.9329,75.4631,316.4
29.9329,75.5436,316.42
29.9329,75.6242,316.43
29.9329,75.7047,316.44
29.9329,75.7852,316.44
29.9329,75.8658,316.43
29.9329,75.9463,316.41
29.9329,76.0268,316.37
29.9329,76.1074,316.33
29.9329,76.1879,316.27
29.9329,76.2685,316.22
29.9329,76.349,316.17
29.9329,76.4295,316.14
29.9329,76.5101,316.11
29.9329,76.5906,316.1
29.9329,76.7517,316.12
29.9329,76.8322,316.15
29.9329,76.9128,316.17
29.9329,77.0738,316.22
29.9329,77.1544,316.24
29.9329,77.2349,316.25
29.9329,77.3154,316.26
29.9329,77.396,316.27
29.9329,77.4765,316.27
29.9329,77.557,316.28
29.9329,77.6376,316.3
29.9329,77.7181,316.31
29.9329,77.7987,316.34
29.9329,77.8792,316.37
29.9329,77.9597,316.4
29.9329,78.0403,316.43
29.9329,78.1208,316.47
29.9329,78.2013,316.5
29.9329,78.2819,316.52
29.9329,78.3624,316.54
29.9329,78.604,316.53
29.9329,78.6846,316.51
29.9329,78.7651,316.48
29.9329,78.8456,316.44
29.9329,78.9262,316.39
29.9329,79.0067,316.33
29.9329,79.0872,316.28
29.9329,79.1678,316.22
29.9329,79.2483,316.16
29.9329,79.3289,316.11
29.9329,79.4094,316.07
29.9329,79.4899,316.04
29.9329,79.5705,316.02
29.9329,79.651,316.01
29.9329,79.7315,316.02
29.9329,79.8121,316.03
29.9329,79.8926,316.05
29.9329,79.9732,316.08
29.9329,80.0537,316.1
29.9329,80.1342,316.13
29.9329,80.2148,316.15
29.9329,80.2953,316.16
29.9329,80.3758,316.17
29.9329,80.4564,316.18
29.9329,80.5369,316.18
29.9329,80.6174,316.18
29.9329,80.698,316.19
29.9329,80.8591,316.23
29.9329,81.0201,316.27
29.9329,81.1007,316.29
29.9329,81.1812,316.31
29.9329,81.2617,316.32
29.9329,81.3423,316.32
29.9329,81.4228,316.31
29.9329,81.5034,316.3
29.9329,81.5839,316.29
29.9329,81.6644,316.28
29.9329,81.8255,316.26
29.9329,81.906,316.25
29.9329,81.9866,316.24
29.9329,82.0671,316.22
29.9329,82.1477,316.2
29.9329,82.2282,316.18
29.9329,82.3087,316.16
29.9329,82.3893,316.13
29.9329,82.4698,316.11
29.9329,82.5503,316.09
29.9329,82.6309,316.08
29.9329,82.7114,316.07
29.9329,82.7919,316.07
29.9329,82.8725,316.07
29.9329,82.953,316.08
29.9329,83.0336,316.1
29.9329,83.1946,316.15
29.9329,83.2752,316.18
29.9329,83.3557,316.21
29.9329,83.4362,316.25
29.9329,83.5168,316.28
29.9329,83.5973,316.32
29.9329,83.6779,316.35
29.9329,83.7584,316.37
29.9329,83.8389,316.39
29.9329,83.9195,316.4
29.9329,84.0,316.41
29.8658,72.0,316.33
29.8658,72.0805,316.32
29.8658,72.1611,316.3
29.8658,72.2416,316.27
29.8658,72.3221,316.24
29.8658,72.4027,316.21
29.8658,72.4832,316.17
29.8658,72.5638,316.13
29.8658,72.6443,316.1
29.8658,72.7248,316.12
29.8658,72.8054,316.13
29.8658,72.8859,316.17
29.8658,72.9664,316.24
29.8658,73.047,316.35
29.8658,73.2081,316.75
29.8658,73.3691,317.41
29.8658,73.4497,317.81
29.8658,73.5302,318.22
29.8658,73.6107,318.63
29.8658,73.6913,318.99
29.8658,73.7718,319.26
29.8658,73.8523,319.43
29.8658,73.9329,319.48
29.8658,74.0134,319.42
29.8658,74.094,319.25
29.8658,74.1745,319.0
29.8658,74.3356,318.37
29.8658,74.4161,318.05
29.8658,74.4966,317.75
29.8658,74.5772,317.48
29.8658,74.6577,317.25
29.8658,74.7383,317.05
29.8658,74.8188,316.89
29.8658,74.8993,316.75
29.8658,74.9799,316.64
29.8658,75.0604,316.52
29.8658,75.1409,316.48
29.8658,75.2215,316.44
29.8658,75.302,316.42
29.8658,75.3826,316.41
29.8658,75.4631,316.41
29.8658,75.5436,316.42
29.8658,75.6242,316.44
29.8658,75.7047,316.44
29.8658,75.7852,316.45
29.8658,75.8658,316.44
29.8658,75.9463,316.41
29.8658,76.0268,316.37
29.8658,76.1074,316.33
29.8658,76.1879,316.27
29.8658,76.2685,316.22
29.8658,76.349,316.17
29.8658,76.4295,316.14
29.8658,76.5101,316.12
29.8658,76.5906,316.11
29.8658,76.6711,316.12
29.8658,76.7517,316.13
29.8658,76.8322,316.16
29.8658,76.9128,316.18
29.8658,76.9933,316.21
29.8658,77.0738,316.23
29.8658,77.1544,316.25
29.8658,77.2349,316.27
29.8658,77.3154,316.27
29.8658,77.396,316.28
29.8658,77.4765,316.29
29.8658,77.557,316.29
29.8658,77.6376,316.31
29.8658,77.7181,316.32
29.8658,77.7987,316.35
29.8658,77.8792,316.38
29.8658,77.9597,316.41
29.8658,78.0403,316.44
29.8658,78.1208,316.48
29.8658,78.2013,316.51
29.8658,78.3624,316.55
29.8658,78.443,316.55
29.8658,78.5235,316.55
29.8658,78.604,316.54
29.8658,78.6846,316.51
29.8658,78.7651,316.48
29.8658,78.8456,316.44
29.8658,78.9262,316.39
29.8658,79.0067,316.33
29.8658,79.0872,316.28
29.8658,79.1678,316.22
29.8658,79.2483,316.17
29.8658,79.3289,316.12
29.8658,79.4094,316.08
29.8658,79.4899,316.05
29.8658,79.5705,316.04
29.8658,79.651,316.03
29.8658,79.7315,316.03
29.8658,79.8121,316.05
29.8658,79.8926,316.07
29.8658,79.9732,316.09
29.8658,80.0537,316.11
29.8658,80.1342,316.14
29.8658,80.2148,316.15
29.8658,80.2953,316.17
29.8658,80.3758,316.18
29.8658,80.4564,316.18
29.8658,80.5369,316.19
29.8658,80.6174,316.2
29.8658,80.698,316.21
29.8658,80.7785,316.23
29.8658,80.8591,316.25
29.8658,80.9396,316.27
29.8658,81.0201,316.29
29.8658,81.1007,316.32
29.8658,81.1812,316.33
29.8658,81.2617,316.34
29.8658,81.3423,316.34
29.8658,81.4228,316.33
29.8658,81.5034,316.32
29.8658,81.5839,316.31
29.8658,81.6644,316.3
29.8658,81.745,316.29
29.8658,81.8255,316.28
29.8658,81.906,316.27
29.8658,81.9866,316.26
29.8658,82.0671,316.25
29.8658,82.1477,316.23
29.8658,82.2282,316.21
29.8658,82.3087,316.19
29.8658,82.3893,316.17
29.8658,82.4698,316.15
29.8658,82.5503,316.14
29.8658,82.7114,316.12
29.8658,82.7919,316.12
29.8658,82.8725,316.13
29.8658,82.953,316.14
29.8658,83.0336,316.15
29.8658,83.1141,316.17
29.8658,83.1946,316.19
29.8658,83.2752,316.22
29.8658,83.3557,316.25
29.8658,83.4362,316.28
29.8658,83.5168,316.31
29.8658,83.6779,316.36
29.8658,83.7584,316.38
29.8658,83.9195,316.41
29.8658,84.0,316.41
29.7987,72.0,316.36
29.7987,72.0805,316.35
29.7987,72.1611,316.33
29.7987,72.2416,316.3
29.7987,72.3221,316.27
29.7987,72.4027,316.24
29.7987,72.4832,316.2
29.7987,72.5638,316.17
29.7987,72.6443,316.13
29.7987,72.7248,316.16
29.7987,72.8054,316.16
29.7987,72.8859,316.2
29.7987,72.9664,316.26
29.7987,73.047,316.37
29.7987,73.1275,316.53
29.7987,73.2081,316.75
29.7987,73.2886,317.04
29.7987,73.3691,317.37
29.7987,73.4497,317.75
29.7987,73.5302,318.15
29.7987,73.6107,318.53
29.7987,73.6913,318.86
29.7987,73.7718,319.12
29.7987,73.8523,319.28
29.7987,73.9329,319.33
29.7987,74.0134,319.26
29.7987,74.094,319.1
29.7987,74.1745,318.86
29.7987,74.255,318.58
29.7987,74.3356,318.27
29.7987,74.4161,317.97
29.7987,74.4966,317.69
29.7987,74.5772,317.44
29.7987,74.6577,317.22
29.7987,74.7383,317.03
29.7987,74.8188,316.88
29.7987,74.8993,316.75
29.7987,74.9799,316.65
29.7987,75.0604,316.53
29.7987,75.1409,316.49
29.7987,75.2215,316.45
29.7987,75.302,316.43
29.7987,75.3826,316.42
29.7987,75.4631,316.42
29.7987,75.5436,316.43
29.7987,75.6242,316.44
29.7987,75.7047,316.44
29.7987,75.7852,316.44
