lat,lon,lst_k
30.0,72.0,298.27
30.0,72.0805,298.27
30.0,72.1611,298.27
30.0,72.2416,298.28
30.0,72.3221,298.29
30.0,72.4027,298.29
30.0,72.4832,298.29
30.0,72.5638,298.29
30.0,72.6443,298.29
30.0,72.7248,298.35
30.0,72.8054,298.38
30.0,72.8859,298.44
30.0,72.9664,298.53
30.0,73.047,298.65
30.0,73.1275,298.82
30.0,73.3691,299.63
30.0,73.4497,299.97
30.0,73.5302,300.32
30.0,73.6107,300.65
30.0,73.6913,300.92
30.0,73.7718,301.1
30.0,73.8523,301.18
30.0,73.9329,301.14
30.0,74.0134,300.99
30.0,74.094,300.73
30.0,74.1745,300.41
30.0,74.255,300.03
30.0,74.3356,299.64
30.0,74.4161,299.25
30.0,74.4966,298.9
30.0,74.5772,298.59
30.0,74.6577,298.33
30.0,74.7383,298.12
30.0,74.8188,297.96
30.0,74.9799,297.75
30.0,75.0604,297.65
30.0,75.1409,297.62
30.0,75.2215,297.6
30.0,75.302,297.58
30.0,75.3826,297.57
30.0,75.4631,297.57
30.0,75.5436,297.58
30.0,75.6242,297.61
30.0,75.7047,297.65
30.0,75.7852,297.7
30.0,75.8658,297.77
30.0,75.9463,297.84
30.0,76.0268,297.92
30.0,76.1074,298.01
30.0,76.1879,298.08
30.0,76.2685,298.16
30.0,76.349,298.22
30.0,76.4295,298.28
30.0,76.5101,298.33
30.0,76.5906,298.36
30.0,76.6711,298.39
30.0,76.7517,298.42
30.0,76.8322,298.43
30.0,76.9128,298.44
30.0,76.9933,298.44
30.0,77.0738,298.43
30.0,77.1544,298.42
30.0,77.3154,298.38
30.0,77.396,298.35
30.0,77.4765,298.31
30.0,77.557,298.26
30.0,77.6376,298.21
30.0,77.7181,298.16
30.0,77.7987,298.09
30.0,77.8792,298.03
30.0,77.9597,297.96
30.0,78.0403,297.9
30.0,78.1208,297.84
30.0,78.2013,297.79
30.0,78.2819,297.75
30.0,78.3624,297.72
30.0,78.443,297.71
30.0,78.5235,297.71
30.0,78.604,297.73
30.0,78.6846,297.75
30.0,78.7651,297.79
30.0,78.8456,297.83
30.0,78.9262,297.87
30.0,79.0067,297.9
30.0,79.0872,297.93
30.0,79.1678,297.95
30.0,79.2483,297.96
30.0,79.3289,297.97
30.0,79.4094,297.96
30.0,79.4899,297.96
30.0,79.5705,297.95
30.0,79.651,297.95
30.0,79.7315,297.95
30.0,79.8121,297.95
30.0,79.8926,297.96
30.0,79.9732,297.97
30.0,80.0537,297.98
30.0,80.1342,298.0
30.0,80.2148,298.02
30.0,80.2953,298.05
30.0,80.3758,298.07
30.0,80.4564,298.1
30.0,80.5369,298.12
30.0,80.6174,298.14
30.0,80.698,298.15
30.0,80.7785,298.17
30.0,80.8591,298.18
30.0,80.9396,298.19
30.0,81.0201,298.2
30.0,81.1007,298.21
30.0,81.1812,298.23
30.0,81.2617,298.25
30.0,81.3423,298.26
30.0,81.4228,298.28
30.0,81.5034,298.29
30.0,81.5839,298.3
30.0,81.6644,298.3
30.0,81.745,298.29
30.0,81.8255,298.26
30.0,81.906,298.23
30.0,81.9866,298.2
30.0,82.0671,298.16
30.0,82.1477,298.12
30.0,82.2282,298.09
30.0,82.3087,298.06
30.0,82.3893,298.05
30.0,82.4698,298.05
30.0,82.5503,298.05
30.0,82.6309,298.06
30.0,82.7919,298.08
30.0,82.8725,298.08
30.0,82.953,298.08
30.0,83.0336,298.08
30.0,83.1141,298.06
30.0,83.1946,298.05
30.0,83.2752,298.04
30.0,83.3557,298.02
30.0,83.4362,298.01
30.0,83.5168,298.0
30.0,83.5973,298.0
30.0,83.6779,297.99
30.0,83.7584,297.99
30.0,83.8389,297.99
30.0,83.9195,297.99
30.0,84.0,297.99
29.9329,72.0,298.26
29.9329,72.0805,298.27
29.9329,72.1611,298.27
29.9329,72.2416,298.28
29.9329,72.3221,298.28
29.9329,72.4027,298.29
29.9329,72.4832,298.29
