lat,lon,lst_k
30.0,72.0,304.85
30.0,72.0805,304.84
30.0,72.1611,304.82
30.0,72.2416,304.8
30.0,72.3221,304.78
30.0,72.4027,304.76
30.0,72.4832,304.76
30.0,72.5638,304.77
30.0,72.6443,304.79
30.0,72.7248,304.88
30.0,72.8054,304.97
30.0,72.8859,305.08
30.0,72.9664,305.22
30.0,73.047,305.39
30.0,73.1275,305.6
30.0,73.2081,305.86
30.0,73.2886,306.15
30.0,73.3691,306.47
30.0,73.4497,306.81
30.0,73.6107,307.44
30.0,73.6913,307.67
30.0,73.7718,307.82
30.0,73.8523,307.85
30.0,73.9329,307.77
30.0,74.0134,307.57
30.0,74.094,307.28
30.0,74.1745,306.93
30.0,74.255,306.53
30.0,74.3356,306.13
30.0,74.4966,305.42
30.0,74.5772,305.12
30.0,74.6577,304.88
30.0,74.7383,304.7
30.0,74.8188,304.55
30.0,74.8993,304.44
30.0,75.0604,304.27
30.0,75.1409,304.24
30.0,75.2215,304.22
30.0,75.302,304.21
30.0,75.3826,304.21
30.0,75.4631,304.22
30.0,75.5436,304.24
30.0,75.6242,304.26
30.0,75.7047,304.29
30.0,75.7852,304.33
30.0,75.8658,304.37
30.0,75.9463,304.41
30.0,76.0268,304.45
30.0,76.2685,304.58
30.0,76.349,304.62
30.0,76.4295,304.67
30.0,76.5101,304.72
30.0,76.6711,304.81
30.0,76.7517,304.85
30.0,76.8322,304.89
30.0,76.9128,304.92
30.0,76.9933,304.95
30.0,77.0738,304.97
30.0,77.1544,304.98
30.0,77.2349,304.99
30.0,77.3154,304.99
30.0,77.396,305.0
30.0,77.4765,305.0
30.0,77.6376,305.0
30.0,77.7181,305.0
30.0,77.7987,304.99
30.0,77.9597,304.97
30.0,78.0403,304.95
30.0,78.1208,304.92
30.0,78.2013,304.9
30.0,78.3624,304.87
30.0,78.443,304.86
30.0,78.5235,304.86
30.0,78.604,304.87
30.0,78.6846,304.89
30.0,78.7651,304.91
30.0,78.8456,304.94
30.0,78.9262,304.98
30.0,79.0067,305.01
30.0,79.0872,305.04
30.0,79.1678,305.07
30.0,79.2483,305.09
30.0,79.3289,305.1
30.0,79.4094,305.1
30.0,79.4899,305.09
30.0,79.5705,305.08
30.0,79.651,305.06
30.0,79.7315,305.03
30.0,79.8121,305.01
30.0,79.8926,304.99
30.0,79.9732,304.97
30.0,80.0537,304.97
30.0,80.2148,304.97
30.0,80.2953,304.98
30.0,80.3758,304.99
30.0,80.4564,305.0
30.0,80.5369,305.02
30.0,80.6174,305.03
30.0,80.698,305.04
30.0,80.7785,305.04
30.0,80.8591,305.05
30.0,80.9396,305.05
30.0,81.0201,305.05
30.0,81.1007,305.04
30.0,81.1812,305.03
30.0,81.2617,305.01
30.0,81.3423,304.99
30.0,81.4228,304.97
30.0,81.5034,304.94
30.0,81.5839,304.91
30.0,81.6644,304.88
30.0,81.8255,304.83
30.0,81.9866,304.79
30.0,82.0671,304.77
30.0,82.1477,304.76
30.0,82.2282,304.75
30.0,82.3087,304.75
30.0,82.3893,304.76
30.0,82.4698,304.77
30.0,82.5503,304.79
30.0,82.6309,304.81
30.0,82.7114,304.83
30.0,82.7919,304.84
30.0,82.8725,304.84
30.0,82.953,304.82
30.0,83.0336,304.8
30.0,83.1141,304.75
30.0,83.1946,304.7
30.0,83.2752,304.64
30.0,83.3557,304.58
30.0,83.4362,304.52
30.0,83.5168,304.47
30.0,83.5973,304.42
30.0,83.6779,304.38
30.0,83.7584,304.35
30.0,83.8389,304.33
30.0,84.0,304.31
29.9329,72.0,304.87
29.9329,72.0805,304.86
29.9329,72.1611,304.84
29.9329,72.2416,304.81
29.9329,72.3221,304.79
29.9329,72.4832,304.77
29.9329,72.5638,304.78
29.9329,72.6443,304.84
29.9329,72.7248,304.9
29.9329,72.8054,304.99
29.9329,72.8859,305.1
29.9329,72.9664,305.24
29.9329,73.047,305.41
29.9329,73.1275,305.63
29.9329,73.2081,305.88
29.9329,73.2886,306.18
29.9329,73.3691,306.51
29.9329,73.4497,306.86
29.9329,73.5302,307.2
29.9329,73.6107,307.5
29.9329,73.7718,307.88
29.9329,73.8523,307.92
29.9329,73.9329,307.83
29.9329,74.0134,307.63
29.9329,74.094,307.34
29.9329,74.255,306.58
29.9329,74.4161,305.79
29.9329,74.4966,305.45
29.9329,74.5772,305.16
29.9329,74.6577,304.92
29.9329,74.7383,304.73
29.9329,74.8188,304.58
29.9329,74.8993,304.47
29.9329,74.9799,304.39
29.9329,75.0604,304.34
29.9329,75.1409,304.28
29.9329,75.2215,304.26
29.9329,75.302,304.25
29.9329,75.3826,304.25
29.9329,75.4631,304.26
29.9329,75.5436,304.27
29.9329,75.6242,304.3
29.9329,75.7047,304.33
29.9329,75.7852,304.36
29.9329,75.8658,304.39
29.9329,75.9463,304.43
29.9329,76.0268,304.47
29.9329,76.1074,304.51
29.9329,76.1879,304.55
29.9329,76.2685,304.59
29.9329,76.349,304.64
29.9329,76.4295,304.68
29.9329,76.5101,304.73
29.9329,76.5906,304.77
29.9329,76.6711,304.82
29.9329,76.7517,304.86
29.9329,76.8322,304.9
29.9329,76.9128,304.93
29.9329,76.9933,304.95
29.9329,77.0738,304.97
29.9329,77.1544,304.99
29.9329,77.2349,304.99
29.9329,77.3154,305.0
29.9329,77.396,305.0
29.9329,77.4765,305.01
29.9329,77.557,305.01
29.9329,77.6376,305.01
29.9329,77.7181,305.0
29.9329,77.7987,305.0
29.9329,77.8792,304.99
29.9329,77.9597,304.97
29.9329,78.0403,304.95
29.9329,78.1208,304.93
29.9329,78.2013,304.9
29.9329,78.2819,304.88
29.9329,78.3624,304.87
29.9329,78.443,304.86
29.9329,78.5235,304.86
29.9329,78.604,304.87
29.9329,78.6846,304.89
29.9329,78.7651,304.92
29.9329,78.8456,304.95
29.9329,78.9262,304.98
29.9329,79.0872,305.05
29.9329,79.1678,305.08
29.9329,79.2483,305.1
29.9329,79.3289,305.11
29.9329,79.4094,305.12
29.9329,79.4899,305.11
29.9329,79.5705,305.09
29.9329,79.651,305.07
29.9329,79.7315,305.05
29.9329,79.8121,305.03
29.9329,79.8926,305.01
29.9329,79.9732,304.99
29.9329,80.0537,304.98
29.9329,80.1342,304.98
29.9329,80.2148,304.98
29.9329,80.2953,304.99
29.9329,80.3758,305.0
29.9329,80.4564,305.01
29.9329,80.5369,305.03
29.9329,80.6174,305.04
29.9329,80.698,305.05
29.9329,80.7785,305.05
29.9329,80.8591,305.06
29.9329,80.9396,305.06
29.9329,81.0201,305.05
29.9329,81.1007,305.05
29.9329,81.1812,305.04
29.9329,81.2617,305.02
29.9329,81.3423,305.0
29.9329,81.4228,304.98
29.9329,81.5034,304.95
29.9329,81.5839,304.92
29.9329,81.6644,304.9
29.9329,81.745,304.87
29.9329,81.8255,304.85
