lat,lon,lst_k
30.0,72.0,299.36
30.0,72.0805,299.37
30.0,72.1611,299.4
30.0,72.2416,299.43
30.0,72.3221,299.46
30.0,72.4027,299.5
30.0,72.4832,299.54
30.0,72.5638,299.58
30.0,72.6443,299.61
30.0,72.7248,299.7
30.0,72.8054,299.77
30.0,72.8859,299.86
30.0,72.9664,299.99
30.0,73.047,300.16
30.0,73.1275,300.37
30.0,73.2081,300.64
30.0,73.2886,300.96
30.0,73.3691,301.31
30.0,73.4497,301.68
30.0,73.5302,302.04
30.0,73.6107,302.37
30.0,73.6913,302.62
30.0,73.7718,302.77
30.0,73.8523,302.81
30.0,73.9329,302.72
30.0,74.0134,302.53
30.0,74.094,302.24
30.0,74.1745,301.89
30.0,74.255,301.52
30.0,74.3356,301.15
30.0,74.4161,300.83
30.0,74.4966,300.56
30.0,74.5772,300.35
30.0,74.7383,300.12
30.0,74.8188,300.07
30.0,74.8993,300.05
30.0,74.9799,300.04
30.0,75.0604,300.01
30.0,75.1409,300.03
30.0,75.2215,300.03
30.0,75.302,300.03
30.0,75.3826,300.01
30.0,75.4631,299.97
30.0,75.7047,299.84
30.0,75.7852,299.79
30.0,75.8658,299.74
30.0,75.9463,299.69
30.0,76.1074,299.61
30.0,76.2685,299.56
30.0,76.349,299.54
30.0,76.4295,299.53
30.0,76.5101,299.52
30.0,76.6711,299.49
30.0,76.7517,299.48
30.0,76.8322,299.46
30.0,76.9128,299.44
30.0,76.9933,299.42
30.0,77.0738,299.4
30.0,77.1544,299.38
30.0,77.2349,299.37
30.0,77.3154,299.35
30.0,77.396,299.34
30.0,77.4765,299.34
30.0,77.557,299.34
30.0,77.6376,299.35
30.0,77.7181,299.36
30.0,77.7987,299.38
30.0,77.8792,299.4
30.0,77.9597,299.42
30.0,78.0403,299.45
30.0,78.1208,299.47
30.0,78.2013,299.48
30.0,78.2819,299.5
30.0,78.3624,299.5
30.0,78.443,299.5
30.0,78.604,299.46
30.0,78.6846,299.44
30.0,78.7651,299.41
