lat,lon,lst_k
30.0,72.0,316.92
30.0,72.0805,316.93
30.0,72.1611,316.94
30.0,72.2416,316.96
30.0,72.3221,316.98
30.0,72.4027,317.01
30.0,72.5638,317.09
30.0,72.6443,317.12
30.0,72.7248,317.2
30.0,72.8054,317.26
30.0,72.8859,317.31
30.0,72.9664,317.39
30.0,73.047,317.48
30.0,73.1275,317.6
30.0,73.2081,317.77
30.0,73.2886,317.99
30.0,73.3691,318.25
30.0,73.4497,318.55
30.0,73.5302,318.87
30.0,73.6913,319.46
30.0,73.7718,319.67
30.0,73.8523,319.79
30.0,73.9329,319.82
30.0,74.0134,319.74
30.0,74.094,319.58
30.0,74.1745,319.36
30.0,74.255,319.1
30.0,74.3356,318.82
30.0,74.4161,318.56
30.0,74.4966,318.32
30.0,74.5772,318.11
30.0,74.6577,317.94
30.0,74.7383,317.81
30.0,74.8188,317.69
30.0,74.8993,317.6
30.0,74.9799,317.52
30.0,75.0604,317.4
30.0,75.1409,317.34
30.0,75.302,317.18
30.0,75.3826,317.1
30.0,75.5436,316.92
30.0,75.6242,316.85
30.0,75.7047,316.78
30.0,75.7852,316.73
30.0,75.8658,316.69
30.0,75.9463,316.67
30.0,76.1074,316.68
30.0,76.1879,316.71
30.0,76.2685,316.74
30.0,76.349,316.79
30.0,76.4295,316.83
30.0,76.5101,316.88
30.0,76.5906,316.93
30.0,76.6711,316.97
30.0,76.7517,317.01
30.0,76.8322,317.05
30.0,76.9128,317.09
30.0,76.9933,317.12
30.0,77.0738,317.16
30.0,77.1544,317.19
30.0,77.2349,317.23
30.0,77.3154,317.26
30.0,77.396,317.29
30.0,77.4765,317.32
30.0,77.557,317.34
30.0,77.6376,317.36
30.0,77.7181,317.37
30.0,77.7987,317.36
30.0,77.8792,317.34
30.0,77.9597,317.32
30.0,78.0403,317.28
30.0,78.1208,317.24
30.0,78.2013,317.2
30.0,78.2819,317.16
30.0,78.3624,317.12
30.0,78.443,317.09
30.0,78.5235,317.06
30.0,78.604,317.04
30.0,78.6846,317.03
30.0,78.7651,317.02
30.0,78.8456,317.01
30.0,78.9262,317.01
30.0,79.0067,317.01
30.0,79.0872,317.0
30.0,79.1678,317.0
30.0,79.2483,316.99
30.0,79.4094,316.96
30.0,79.4899,316.95
30.0,79.5705,316.93
30.0,79.651,316.9
