lat,lon,lst_k
30.0,72.0,321.02
30.0,72.0805,321.02
30.0,72.1611,321.01
30.0,72.2416,321.01
30.0,72.3221,321.0
30.0,72.4027,320.99
30.0,72.4832,320.97
30.0,72.5638,320.95
30.0,72.6443,320.93
30.0,72.7248,320.96
30.0,72.8054,320.97
30.0,72.8859,321.0
30.0,72.9664,321.08
30.0,73.047,321.19
30.0,73.1275,321.37
30.0,73.2081,321.62
30.0,73.2886,321.92
30.0,73.3691,322.29
30.0,73.5302,323.08
30.0,73.6107,323.46
30.0,73.6913,323.76
30.0,73.7718,323.97
30.0,73.8523,324.07
30.0,73.9329,324.03
30.0,74.0134,323.87
30.0,74.094,323.6
30.0,74.1745,323.26
30.0,74.255,322.88
30.0,74.3356,322.49
30.0,74.4161,322.12
30.0,74.4966,321.79
30.0,74.5772,321.52
30.0,74.6577,321.31
30.0,74.8188,321.03
30.0,74.8993,320.95
30.0,74.9799,320.89
30.0,75.0604,320.82
30.0,75.1409,320.82
30.0,75.2215,320.81
30.0,75.302,320.8
30.0,75.3826,320.8
30.0,75.4631,320.8
30.0,75.5436,320.8
30.0,75.6242,320.81
30.0,75.7047,320.82
30.0,75.7852,320.83
30.0,75.8658,320.84
30.0,75.9463,320.86
30.0,76.0268,320.87
30.0,76.1074,320.89
30.0,76.1879,320.9
30.0,76.2685,320.92
30.0,76.349,320.95
30.0,76.4295,320.98
30.0,76.5101,321.02
30.0,76.5906,321.06
30.0,76.6711,321.11
30.0,76.7517,321.16
30.0,76.8322,321.21
30.0,76.9128,321.25
30.0,76.9933,321.28
30.0,77.0738,321.3
30.0,77.1544,321.3
30.0,77.2349,321.29
30.0,77.3154,321.26
30.0,77.396,321.23
30.0,77.4765,321.18
30.0,77.557,321.13
30.0,77.6376,321.08
30.0,77.7181,321.04
30.0,77.7987,321.0
30.0,77.8792,320.98
30.0,77.9597,320.97
30.0,78.0403,320.98
30.0,78.1208,321.0
30.0,78.2013,321.04
30.0,78.2819,321.08
30.0,78.3624,321.13
30.0,78.443,321.18
30.0,78.5235,321.22
30.0,78.604,321.25
30.0,78.6846,321.27
30.0,78.7651,321.28
30.0,78.8456,321.27
30.0,79.0067,321.22
30.0,79.0872,321.18
30.0,79.1678,321.15
30.0,79.2483,321.11
30.0,79.3289,321.08
30.0,79.4094,321.04
30.0,79.4899,321.01
30.0,79.5705,320.98
30.0,79.651,320.96
30.0,79.7315,320.93
30.0,79.8121,320.91
30.0,79.8926,320.9
30.0,79.9732,320.88
30.0,80.0537,320.87
30.0,80.1342,320.87
30.0,80.2148,320.86
30.0,80.2953,320.86
30.0,80.3758,320.87
30.0,80.4564,320.88
30.0,80.5369,320.89
30.0,80.6174,320.91
30.0,80.698,320.93
