lat,lon,lst_k
30.0,72.0,298.87
30.0,72.0805,298.85
30.0,72.1611,298.81
30.0,72.2416,298.76
30.0,72.3221,298.7
30.0,72.4027,298.63
30.0,72.4832,298.56
30.0,72.5638,298.5
30.0,72.6443,298.45
30.0,72.7248,298.47
30.0,72.8054,298.48
30.0,72.8859,298.52
30.0,72.9664,298.61
30.0,73.047,298.74
30.0,73.1275,298.92
30.0,73.2081,299.16
30.0,73.2886,299.45
30.0,73.3691,299.78
30.0,73.4497,300.13
30.0,73.5302,300.47
30.0,73.6107,300.79
30.0,73.6913,301.04
30.0,73.7718,301.21
30.0,73.8523,301.27
30.0,73.9329,301.22
30.0,74.0134,301.07
30.0,74.094,300.84
30.0,74.255,300.23
30.0,74.3356,299.92
30.0,74.4161,299.62
30.0,74.4966,299.36
30.0,74.5772,299.14
30.0,74.6577,298.97
30.0,74.7383,298.83
30.0,74.8188,298.73
30.0,74.8993,298.66
30.0,74.9799,298.62
30.0,75.0604,298.56
30.0,75.1409,298.57
30.0,75.2215,298.58
30.0,75.302,298.59
30.0,75.3826,298.61
30.0,75.4631,298.64
30.0,75.5436,298.66
30.0,75.6242,298.67
30.0,75.7047,298.69
30.0,75.7852,298.7
30.0,75.8658,298.7
30.0,76.0268,298.7
30.0,76.1074,298.69
30.0,76.1879,298.69
30.0,76.2685,298.68
30.0,76.349,298.68
30.0,76.5101,298.67
30.0,76.5906,298.66
30.0,76.6711,298.65
30.0,76.7517,298.63
30.0,76.8322,298.61
30.0,76.9128,298.58
30.0,76.9933,298.56
30.0,77.0738,298.54
30.0,77.1544,298.52
30.0,77.2349,298.51
30.0,77.3154,298.51
30.0,77.396,298.52
30.0,77.4765,298.53
30.0,77.557,298.55
30.0,77.6376,298.58
30.0,77.7181,298.61
30.0,77.7987,298.65
30.0,77.8792,298.68
30.0,77.9597,298.71
30.0,78.0403,298.74
30.0,78.1208,298.76
30.0,78.2013,298.76
30.0,78.2819,298.75
30.0,78.3624,298.73
30.0,78.5235,298.65
30.0,78.604,298.59
30.0,78.6846,298.53
30.0,78.7651,298.47
30.0,78.9262,298.36
30.0,79.0067,298.32
30.0,79.0872,298.29
30.0,79.1678,298.26
30.0,79.2483,298.23
30.0,79.3289,298.21
30.0,79.4094,298.18
30.0,79.4899,298.15
30.0,79.5705,298.11
30.0,79.651,298.06
30.0,79.7315,298.01
30.0,79.8121,297.96
30.0,79.8926,297.92
30.0,80.0537,297.86
30.0,80.1342,297.86
30.0,80.2148,297.87
30.0,80.2953,297.91
30.0,80.3758,297.97
30.0,80.4564,298.04
30.0,80.5369,298.13
30.0,80.6174,298.23
30.0,80.698,298.34
30.0,80.7785,298.45
30.0,80.8591,298.55
30.0,80.9396,298.64
30.0,81.0201,298.71
30.0,81.1007,298.78
30.0,81.1812,298.82
30.0,81.2617,298.85
30.0,81.4228,298.88
30.0,81.5034,298.87
30.0,81.5839,298.86
30.0,81.6644,298.84
30.0,81.745,298.81
30.0,81.8255,298.77
30.0,81.906,298.73
30.0,81.9866,298.69
30.0,82.0671,298.65
30.0,82.1477,298.62
30.0,82.2282,298.59
30.0,82.3087,298.57
30.0,82.3893,298.57
30.0,82.4698,298.58
30.0,82.5503,298.59
30.0,82.6309,298.61
30.0,82.7114,298.63
30.0,82.7919,298.65
30.0,82.8725,298.66
30.0,82.953,298.67
30.0,83.0336,298.67
30.0,83.1141,298.66
30.0,83.1946,298.65
30.0,83.2752,298.63
30.0,83.3557,298.62
30.0,83.4362,298.62
30.0,83.5168,298.62
30.0,83.5973,298.62
30.0,83.6779,298.63
30.0,83.7584,298.64
30.0,83.8389,298.65
30.0,83.9195,298.66
29.9329,72.0,298.88
29.9329,72.0805,298.86
29.9329,72.1611,298.83
29.9329,72.2416,298.77
29.9329,72.3221,298.71
29.9329,72.4027,298.65
29.9329,72.4832,298.59
29.9329,72.5638,298.53
29.9329,72.6443,298.51
29.9329,72.7248,298.5
29.9329,72.8054,298.51
29.9329,72.8859,298.56
29.9329,72.9664,298.64
29.9329,73.047,298.78
29.9329,73.1275,298.96
29.9329,73.2081,299.2
29.9329,73.2886,299.49
29.9329,73.3691,299.83
29.9329,73.4497,300.18
29.9329,73.5302,300.54
29.9329,73.6107,300.86
29.9329,73.6913,301.12
29.9329,73.7718,301.28
29.9329,73.8523,301.35
29.9329,73.9329,301.3
29.9329,74.0134,301.14
29.9329,74.094,300.91
29.9329,74.1745,300.61
29.9329,74.255,300.29
29.9329,74.3356,299.96
29.9329,74.4161,299.66
29.9329,74.4966,299.39
29.9329,74.5772,299.17
29.9329,74.6577,298.99
29.9329,74.7383,298.85
29.9329,74.8188,298.75
29.9329,74.8993,298.68
29.9329,74.9799,298.64
29.9329,75.0604,298.61
29.9329,75.1409,298.58
29.9329,75.2215,298.59
29.9329,75.302,298.61
29.9329,75.3826,298.63
29.9329,75.4631,298.65
29.9329,75.5436,298.67
29.9329,75.6242,298.69
29.9329,75.7047,298.7
29.9329,75.7852,298.71
29.9329,75.8658,298.71
29.9329,75.9463,298.71
29.9329,76.0268,298.7
29.9329,76.1074,298.7
29.9329,76.1879,298.69
29.9329,76.2685,298.69
29.9329,76.349,298.68
29.9329,76.4295,298.68
29.9329,76.5101,298.67
29.9329,76.5906,298.67
29.9329,76.6711,298.65
29.9329,76.7517,298.64
29.9329,76.8322,298.62
