lat,lon,lst_k
30.0,72.0805,298.85
30.0,72.1611,298.82
30.0,72.2416,298.79
30.0,72.3221,298.74
30.0,72.4027,298.69
30.0,72.4832,298.64
30.0,72.5638,298.59
30.0,72.6443,298.54
30.0,72.7248,298.55
30.0,72.8054,298.55
30.0,72.8859,298.59
30.0,72.9664,298.66
30.0,73.047,298.79
30.0,73.1275,298.97
30.0,73.2081,299.22
30.0,73.2886,299.53
30.0,73.3691,299.89
30.0,73.4497,300.29
30.0,73.5302,300.69
30.0,73.6107,301.08
30.0,73.6913,301.4
30.0,73.7718,301.63
30.0,73.8523,301.75
30.0,73.9329,301.74
30.0,74.0134,301.61
30.0,74.094,301.37
30.0,74.1745,301.06
30.0,74.255,300.71
30.0,74.3356,300.35
30.0,74.4161,300.02
30.0,74.4966,299.72
30.0,74.5772,299.47
30.0,74.6577,299.28
30.0,74.8188,299.05
30.0,74.8993,298.99
30.0,74.9799,298.96
30.0,75.0604,298.91
30.0,75.1409,298.93
30.0,75.2215,298.94
30.0,75.302,298.96
30.0,75.3826,298.98
30.0,75.4631,299.0
30.0,75.5436,299.03
30.0,75.6242,299.05
30.0,75.7047,299.08
30.0,75.7852,299.12
30.0,75.8658,299.16
30.0,75.9463,299.2
30.0,76.0268,299.24
30.0,76.1074,299.29
30.0,76.1879,299.33
30.0,76.2685,299.37
30.0,76.349,299.4
30.0,76.4295,299.41
30.0,76.5101,299.41
30.0,76.5906,299.39
30.0,76.6711,299.35
30.0,76.7517,299.29
30.0,76.8322,299.22
30.0,76.9128,299.14
30.0,76.9933,299.05
30.0,77.0738,298.97
30.0,77.1544,298.89
30.0,77.2349,298.81
30.0,77.3154,298.74
30.0,77.396,298.67
30.0,77.4765,298.61
30.0,77.557,298.55
30.0,77.6376,298.5
30.0,77.7181,298.45
30.0,77.7987,298.4
30.0,77.8792,298.35
30.0,77.9597,298.31
30.0,78.0403,298.28
30.0,78.1208,298.26
30.0,78.2013,298.26
30.0,78.2819,298.27
30.0,78.3624,298.29
30.0,78.443,298.33
30.0,78.5235,298.37
30.0,78.604,298.42
30.0,78.6846,298.48
30.0,78.7651,298.54
30.0,78.8456,298.59
30.0,78.9262,298.64
30.0,79.0067,298.68
30.0,79.0872,298.71
30.0,79.1678,298.73
30.0,79.2483,298.73
30.0,79.3289,298.72
30.0,79.4094,298.7
30.0,79.4899,298.67
30.0,79.5705,298.63
30.0,79.651,298.6
30.0,79.7315,298.57
30.0,79.8121,298.55
30.0,79.8926,298.55
30.0,79.9732,298.56
30.0,80.0537,298.6
30.0,80.1342,298.64
30.0,80.2148,298.7
30.0,80.2953,298.77
30.0,80.3758,298.83
30.0,80.4564,298.88
30.0,80.5369,298.92
30.0,80.6174,298.96
30.0,80.698,298.98
30.0,80.7785,298.99
30.0,80.8591,298.99
30.0,81.0201,298.98
30.0,81.1007,298.97
30.0,81.2617,298.96
30.0,81.3423,298.97
30.0,81.4228,298.98
30.0,81.5034,299.01
30.0,81.5839,299.04
30.0,81.6644,299.09
30.0,81.745,299.14
30.0,81.8255,299.19
30.0,81.906,299.24
30.0,81.9866,299.28
30.0,82.0671,299.31
30.0,82.1477,299.33
30.0,82.2282,299.34
30.0,82.3087,299.33
30.0,82.3893,299.31
30.0,82.4698,299.29
30.0,82.6309,299.24
30.0,82.7114,299.22
30.0,82.7919,299.2
30.0,82.8725,299.2
30.0,82.953,299.2
30.0,83.0336,299.2
30.0,83.1141,299.22
30.0,83.1946,299.24
30.0,83.2752,299.27
30.0,83.3557,299.31
30.0,83.4362,299.36
30.0,83.5168,299.42
30.0,83.5973,299.48
30.0,83.6779,299.54
30.0,83.7584,299.61
30.0,83.8389,299.66
30.0,83.9195,299.7
30.0,84.0,299.72
29.9329,72.0,298.86
29.9329,72.0805,298.85
29.9329,72.1611,298.83
29.9329,72.2416,298.79
29.9329,72.3221,298.75
29.9329,72.4027,298.7
29.9329,72.4832,298.65
29.9329,72.5638,298.6
29.9329,72.6443,298.59
29.9329,72.7248,298.57
29.9329,72.8859,298.62
29.9329,72.9664,298.7
29.9329,73.047,298.83
29.9329,73.1275,299.02
29.9329,73.2081,299.27
29.9329,73.2886,299.59
29.9329,73.3691,299.96
29.9329,73.4497,300.36
29.9329,73.5302,300.77
29.9329,73.6107,301.16
29.9329,73.6913,301.48
29.9329,73.7718,301.72
29.9329,73.8523,301.83
29.9329,73.9329,301.82
29.9329,74.0134,301.68
29.9329,74.094,301.44
29.9329,74.1745,301.12
29.9329,74.255,300.76
29.9329,74.4966,299.75
29.9329,74.5772,299.5
29.9329,74.6577,299.3
29.9329,74.7383,299.16
29.9329,74.8188,299.07
29.9329,74.8993,299.01
29.9329,74.9799,298.98
29.9329,75.0604,298.97
29.9329,75.1409,298.95
29.9329,75.2215,298.96
29.9329,75.302,298.98
29.9329,75.3826,299.0
29.9329,75.4631,299.02
29.9329,75.5436,299.04
29.9329,75.6242,299.07
29.9329,75.7047,299.09
29.9329,75.7852,299.13
29.9329,75.8658,299.17
29.9329,75.9463,299.21
29.9329,76.0268,299.25
29.9329,76.1074,299.3
29.9329,76.1879,299.34
29.9329,76.2685,299.38
29.9329,76.349,299.41
29.9329,76.4295,299.42
29.9329,76.5101,299.42
29.9329,76.5906,299.39
29.9329,76.6711,299.35
29.9329,76.7517,299.29
29.9329,76.8322,299.22
29.9329,76.9128,299.14
29.9329,76.9933,299.06
29.9329,77.0738,298.98
29.9329,77.1544,298.9
29.9329,77.2349,298.82
29.9329,77.3154,298.75
29.9329,77.396,298.69
29.9329,77.4765,298.63
29.9329,77.557,298.57
29.9329,77.6376,298.52
29.9329,77.7987,298.42
29.9329,77.8792,298.38
29.9329,77.9597,298.34
29.9329,78.0403,298.31
29.9329,78.1208,298.29
29.9329,78.2013,298.29
29.9329,78.2819,298.3
29.9329,78.3624,298.32
29.9329,78.443,298.35
29.9329,78.5235,298.39
29.9329,78.604,298.44
29.9329,78.6846,298.5
29.9329,78.7651,298.55
29.9329,78.9262,298.65
29.9329,79.0067,298.69
29.9329,79.0872,298.72
29.9329,79.1678,298.74
29.9329,79.2483,298.74
29.9329,79.3289,298.73
29.9329,79.4094,298.71
29.9329,79.4899,298.68
29.9329,79.651,298.61
29.9329,79.7315,298.58
29.9329,79.8121,298.56
29.9329,79.8926,298.56
29.9329,79.9732,298.57
29.9329,80.0537,298.61
29.9329,80.1342,298.66
29.9329,80.2148,298.71
29.9329,80.2953,298.77
29.9329,80.3758,298.83
29.9329,80.4564,298.89
29.9329,80.5369,298.93
29.9329,80.6174,298.96
29.9329,80.698,298.98
29.9329,80.7785,299.0
29.9329,80.8591,299.0
29.9329,80.9396,299.0
29.9329,81.0201,298.99
29.9329,81.1007,298.98
29.9329,81.1812,298.98
29.9329,81.2617,298.97
29.9329,81.3423,298.98
29.9329,81.4228,298.99
29.9329,81.5034,299.02
29.9329,81.5839,299.05
29.9329,81.6644,299.09
29.9329,81.745,299.14
29.9329,81.8255,299.19
29.9329,81.906,299.24
29.9329,81.9866,299.28
29.9329,82.0671,299.31
29.9329,82.1477,299.33
29.9329,82.2282,299.34
29.9329,82.3087,299.33
29.9329,82.3893,299.32
29.9329,82.4698,299.3
29.9329,82.5503,299.27
29.9329,82.6309,299.25
29.9329,82.7114,299.23
29.9329,82.7919,299.22
29.9329,82.8725,299.21
29.9329,82.953,299.21
29.9329,83.0336,299.22
29.9329,83.1141,299.24
29.9329,83.1946,299.26
29.9329,83.2752,299.29
29.9329,83.3557,299.33
29.9329,83.4362,299.37
29.9329,83.5168,299.43
29.9329,83.5973,299.49
29.9329,83.6779,299.55
29.9329,83.7584,299.61
29.9329,83.8389,299.66
29.9329,83.9195,299.7
29.9329,84.0,299.72
29.8658,72.0,298.85
29.8658,72.0805,298.84
29.8658,72.1611,298.82
29.8658,72.2416,298.79
29.8658,72.3221,298.75
29.8658,72.4027,298.71
29.8658,72.4832,298.67
29.8658,72.5638,298.62
29.8658,72.6443,298.58
29.8658,72.7248,298.61
29.8658,72.8054,298.62
29.8658,72.8859,298.66
29.8658,72.9664,298.75
29.8658,73.047,298.88
29.8658,73.1275,299.07
29.8658,73.2081,299.32
29.8658,73.2886,299.63
29.8658,73.3691,299.99
29.8658,73.4497,300.38
29.8658,73.5302,300.78
29.8658,73.6107,301.16
29.8658,73.6913,301.47
29.8658,73.7718,301.69
29.8658,73.8523,301.8
29.8658,73.9329,301.78
29.8658,74.0134,301.64
