lat,lon,lst_k
30.0,72.0,310.52
30.0,72.0805,310.49
30.0,72.1611,310.45
30.0,72.2416,310.38
30.0,72.3221,310.31
30.0,72.4027,310.24
30.0,72.4832,310.17
30.0,72.5638,310.13
30.0,72.6443,310.1
30.0,72.8054,310.22
30.0,72.8859,310.33
30.0,73.047,310.69
30.0,73.1275,310.96
30.0,73.2081,311.28
30.0,73.2886,311.65
30.0,73.4497,312.46
30.0,73.5302,312.85
30.0,73.6107,313.19
30.0,73.6913,313.44
30.0,73.7718,313.59
30.0,73.8523,313.61
30.0,73.9329,313.49
30.0,74.0134,313.25
30.0,74.094,312.92
30.0,74.1745,312.53
30.0,74.255,312.12
30.0,74.4161,311.36
30.0,74.4966,311.05
30.0,74.5772,310.81
30.0,74.6577,310.64
30.0,74.8188,310.46
30.0,74.8993,310.43
30.0,75.0604,310.38
30.0,75.1409,310.4
30.0,75.2215,310.4
30.0,75.302,310.4
30.0,75.3826,310.39
30.0,75.4631,310.38
30.0,75.5436,310.37
30.0,75.6242,310.36
30.0,75.7047,310.37
30.0,75.7852,310.38
30.0,75.8658,310.41
30.0,75.9463,310.44
30.0,76.0268,310.47
30.0,76.1074,310.51
30.0,76.1879,310.54
30.0,76.2685,310.56
30.0,76.349,310.57
30.0,76.4295,310.56
30.0,76.5101,310.55
30.0,76.5906,310.53
30.0,76.6711,310.5
30.0,76.7517,310.47
30.0,76.8322,310.44
30.0,76.9128,310.42
30.0,76.9933,310.4
30.0,77.0738,310.38
30.0,77.1544,310.37
30.0,77.2349,310.37
30.0,77.3154,310.36
30.0,77.396,310.36
30.0,77.4765,310.36
30.0,77.557,310.35
30.0,77.6376,310.34
30.0,77.7181,310.34
30.0,77.7987,310.33
30.0,77.8792,310.31
30.0,77.9597,310.3
30.0,78.0403,310.28
30.0,78.1208,310.26
30.0,78.2013,310.23
30.0,78.2819,310.2
30.0,78.443,310.14
30.0,78.5235,310.12
30.0,78.604,310.1
30.0,78.6846,310.09
30.0,78.7651,310.1
30.0,78.8456,310.11
30.0,78.9262,310.13
30.0,79.0067,310.15
30.0,79.0872,310.16
30.0,79.1678,310.16
30.0,79.2483,310.16
30.0,79.3289,310.13
30.0,79.4094,310.09
30.0,79.4899,310.04
30.0,79.5705,309.97
30.0,79.7315,309.83
30.0,79.8926,309.73
30.0,79.9732,309.71
30.0,80.1342,309.72
30.0,80.2148,309.75
30.0,80.2953,309.8
30.0,80.3758,309.85
30.0,80.4564,309.9
30.0,80.5369,309.96
30.0,80.6174,310.0
30.0,80.698,310.04
30.0,80.8591,310.08
30.0,80.9396,310.09
30.0,81.0201,310.1
30.0,81.1007,310.1
30.0,81.1812,310.1
30.0,81.2617,310.09
30.0,81.4228,310.06
30.0,81.5034,310.05
30.0,81.5839,310.03
30.0,81.6644,310.01
30.0,81.745,310.0
30.0,81.8255,309.99
30.0,81.906,309.99
30.0,82.0671,310.01
30.0,82.1477,310.03
30.0,82.2282,310.05
30.0,82.3087,310.07
30.0,82.3893,310.08
30.0,82.4698,310.08
30.0,82.5503,310.08
30.0,82.6309,310.07
30.0,82.7114,310.06
30.0,82.8725,310.04
30.0,82.953,310.04
30.0,83.0336,310.04
30.0,83.1141,310.05
30.0,83.1946,310.06
30.0,83.2752,310.07
